SMILES,Idx,FID
[16*]c1c2ccccc2cc2ccccc12,0,12
[9*]n1c2ccccc2c2cc3c4ccccc4n([9*])c3c([16*])c21,0,83
[9*]n1c2ccccc2c2cc3c4ccccc4n([9*])c3c([16*])c21,18,83
[9*]n1c2ccccc2c2cc3c4ccccc4n([9*])c3c([16*])c21,21,552
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc([16*])ccc1-2,0,194
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc([16*])ccc1-2,23,194
[7*]=C(C#N)c1cccs1,0,308
[16*]c1ccc2c(c1)c1cc(C#N)cc3c4cc([16*])ccc4n2c13,0,184
[16*]c1ccc2c(c1)c1cc(C#N)cc3c4cc([16*])ccc4n2c13,17,184
[16*]c1ccnc2ccccc12,0,565
[9*]n1ccc2cc([16*])ccc21,0,257
[9*]n1ccc2cc([16*])ccc21,7,252
[16*]c1c2ccccc2nc2ccccc12,0,578
[16*]c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O,0,223
[14*]c1cccs1,0,13
[16*]c1cc(F)cc(F)c1,0,109
[14*]c1ncccn1,0,24
[9*]n1cncn1,0,121
[9*]n1c2ccccc2c2c3oc4ccccc4c3ccc21,0,159
[9*]n1c2ccccc2c2cc3c(cc21)C(C)(C)c1ccccc1-3,0,124
[16*]c1ccc(/C=N/c2ccc([16*])cc2)cc1,0,530
[16*]c1ccc(/C=N/c2ccc([16*])cc2)cc1,11,512
[14*]c1cn2nc([14*])sc2n1,0,233
[14*]c1cn2nc([14*])sc2n1,6,255
[16*]c1ccc(C=C)cc1,0,200
[5*]N1C2=CC=CCC2c2cc([16*])ccc21,0,419
[5*]N1C2=CC=CCC2c2cc([16*])ccc21,11,404
[7*]=Cc1c(C)cc([16*])cc1C,0,484
[7*]=Cc1c(C)cc([16*])cc1C,7,567
[5*]N(C=C(c1ccc([16*])cc1)c1ccc([16*])cc1)C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,0,570
[5*]N(C=C(c1ccc([16*])cc1)c1ccc([16*])cc1)C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,8,217
[5*]N(C=C(c1ccc([16*])cc1)c1ccc([16*])cc1)C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,15,217
[5*]N(C=C(c1ccc([16*])cc1)c1ccc([16*])cc1)C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,24,217
[5*]N(C=C(c1ccc([16*])cc1)c1ccc([16*])cc1)C=C(c1ccc([16*])cc1)c1ccc([16*])cc1,31,217
[14*]c1nc2ccccn2c1[14*],0,232
[14*]c1nc2ccccn2c1[14*],10,231
[16*]c1c(C)c(C)c(B(c2c(C)c(C)c([16*])c(C)c2C)c2c(C)c(C)c(C#N)c(C)c2C)c(C)c1C,0,302
[16*]c1c(C)c(C)c(B(c2c(C)c(C)c([16*])c(C)c2C)c2c(C)c(C)c(C#N)c(C)c2C)c(C)c1C,14,302
[1*]C(=O)C=C,0,202
[4*]CCCCCC[4*],0,79
[4*]CCCCCC[4*],7,79
[16*]c1ccc(/N=N/c2ccc([16*])cc2C)cc1,0,182
[16*]c1ccc(/N=N/c2ccc([16*])cc2C)cc1,11,199
[4*]CCCCCCCCCCCCCCCCCCC,0,563
[14*]c1cc([16*])c([14*])s1,0,13
[14*]c1cc([16*])c([14*])s1,4,77
[14*]c1cc([16*])c([14*])s1,6,13
[4*]CCCCCCCCCCCCCCCCCC,0,446
[16*]c1ccc2c(c1)c1ccccc1c1nc3cc(C#N)c(C#N)cc3nc21,0,372
[16*]c1ccc2c(c1)C1(Cc3ccccc3C1)c1cc([16*])ccc1-2,0,376
[16*]c1ccc2c(c1)C1(Cc3ccccc3C1)c1cc([16*])ccc1-2,19,376
[16*]c1ccc(S(=O)(=O)c2cccc([16*])c2)cc1,0,46
[16*]c1ccc(S(=O)(=O)c2cccc([16*])c2)cc1,13,104
[16*]c1c2ccccc2c([16*])c2nsnc12,0,52
[16*]c1c2ccccc2c([16*])c2nsnc12,9,52
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1C21c2ccccc2-c2ccccc21,0,300
[16*]c1ccc2c(c1)C(=O)c1ccccc1-2,0,166
[16*]c1cc(P(=O)(c2ccccc2)c2ccccc2)c2[nH]c3c(P(=O)(c4ccccc4)c4ccccc4)cc([16*])cc3c2c1,0,428
[16*]c1cc(P(=O)(c2ccccc2)c2ccccc2)c2[nH]c3c(P(=O)(c4ccccc4)c4ccccc4)cc([16*])cc3c2c1,38,428
[16*]c1cccc(S(=O)(=O)c2ccccc2[16*])c1,0,104
[16*]c1cccc(S(=O)(=O)c2ccccc2[16*])c1,15,165
[7*]=CC,0,144
[7*]=CC(=[7*])C(C)(C)C,0,303
[7*]=CC(=[7*])C(C)(C)C,3,392
[7*]=Cc1cn([9*])c2ccc([16*])cc12,0,275
[7*]=Cc1cn([9*])c2ccc([16*])cc12,5,437
[7*]=Cc1cn([9*])c2ccc([16*])cc12,10,305
[14*]c1nc(C#N)c(C#N)nc1[14*],0,216
[14*]c1nc(C#N)c(C#N)nc1[14*],11,216
[16*]c1cc(C)c(B2c3ccccc3B(c3c(C)cc([16*])cc3C)c3ccccc32)c(C)c1,0,211
[16*]c1cc(C)c(B2c3ccccc3B(c3c(C)cc([16*])cc3C)c3ccccc32)c(C)c1,19,211
[16*]c1ccc2c(c1)c1ccccc1n1ccnc21,0,576
[16*]c1ccc(P(=O)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,0,51
[16*]c1ccc(P(=O)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,11,51
[16*]c1ccc(P(=O)(c2ccc([16*])cc2)c2ccc([16*])cc2)cc1,18,51
[5*]N1c2ccccc2C2(c3ccccc3-c3ccccc32)c2ccccc21,0,42
[14*]c1cc(C#N)ccn1,0,162
[16*]c1cc2c3c(c1)Oc1ccccc1B3c1ccccc1O2,0,89
[16*]c1c(F)c(F)c([16*])c(F)c1F,0,126
[16*]c1c(F)c(F)c([16*])c(F)c1F,7,126
[16*]c1ccc(S(=O)(=O)c2ccccc2)cc1,0,46
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1N([5*])c1ccccc12,0,431
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1N([5*])c1ccccc12,22,431
[16*]c1c(C)cc(P(=O)(c2ccccc2)c2ccccc2)cc1C,0,534
[9*]n1c2ccccc2c2c3sc4ccccc4c3ccc21,0,214
[5*]N1c2ccccc2C(C)(C)c2cc([16*])ccc21,0,6
[5*]N1c2ccccc2C(C)(C)c2cc([16*])ccc21,14,47
[16*]c1cnc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2c1,0,440
[16*]c1cnc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2c1,11,374
[16*]c1cnc2nc3c4ccc([16*])cc4c4cc([16*])ccc4c3nc2c1,17,422
[16*]c1cccc2c1-c1ccccc1C2=O,0,520
[5*]N1C2=CC=CCC2C(c2ccccc2)(c2ccccc2)c2ccccc21,0,250
[16*]c1ccnc2c1ccc1c([16*])ccnc12,0,405
[16*]c1ccnc2c1ccc1c([16*])ccnc12,11,405
[5*]N1c2ccccc2N([5*])c2ccccc21,0,179
[5*]N1c2ccccc2N([5*])c2ccccc21,9,179
[9*]n1c2ccc(C#N)cc2c2cc(C#N)ccc21,0,173
[16*]c1cccc(C#N)c1[16*],0,27
[16*]c1cccc(C#N)c1[16*],9,21
[16*]c1ccc2c(c1)S(=O)(=O)c1cccc([16*])c1C2=O,0,223
[16*]c1ccc2c(c1)S(=O)(=O)c1cccc([16*])c1C2=O,15,396
[4*]CCCCCCCCCCCCCC,0,345
[16*]c1ccc2c(c1)c(=O)c1cccc3c(=O)c4ccccc4n2c31,0,555
[7*]=Cc1ccc(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)cc1,0,562
[5*]N1c2ccccc2S(=O)(=O)c2ccc([16*])cc21,0,107
[5*]N1c2ccccc2S(=O)(=O)c2ccc([16*])cc21,15,341
[16*]c1ccc2c(c1)-c1ccccc1S2(=O)=O,0,169
[9*]n1c2ccccc2c2ccc3c4ccccc4oc3c21,0,282
[16*]c1cc(Br)c2c3c1Oc1ccccc1B3c1ccccc1O2,0,344
[9*]n1c2cc(C)ccc2c2ccc(C)cc21,0,337
[5*]N1c2ccccc2S(=O)(=O)c2cc([16*])ccc21,0,107
[5*]N1c2ccccc2S(=O)(=O)c2cc([16*])ccc21,14,384
[16*]c1ccccc1C,0,29
[16*]c1ccc2c(ccc3nc4ccc5cc([16*])ccc5c4nc32)c1,0,64
[16*]c1ccc2c(ccc3nc4ccc5cc([16*])ccc5c4nc32)c1,16,64
[14*]c1nnc([14*])c([14*])n1,0,388
[14*]c1nnc([14*])c([14*])n1,5,430
[14*]c1nnc([14*])c([14*])n1,7,296
[4*]CCCCCCCCC,0,322
[16*]c1ccc2ccc3ccc([16*])c4ccc1c2c34,0,20
[16*]c1ccc2ccc3ccc([16*])c4ccc1c2c34,11,20
[16*]c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1S2(=O)=O,0,251
[14*]c1ccc2ccc3ccc([14*])nc3c2n1,0,353
[14*]c1ccc2ccc3ccc([14*])nc3c2n1,11,353
[16*]c1cc([16*])c(C#N)c([16*])c1[16*],0,15
[16*]c1cc([16*])c(C#N)c([16*])c1[16*],4,21
[16*]c1cc([16*])c(C#N)c([16*])c1[16*],9,21
[16*]c1cc([16*])c(C#N)c([16*])c1[16*],11,27
[16*]c1cc2ccccc2c2ccccc12,0,445
[8*]C(F)(F)CC(F)(F)C(F)(F)F,0,316
[14*]c1cnc2cc([16*])ccc2n1,0,31
[14*]c1cnc2cc([16*])ccc2n1,7,131
[9*]n1c2c(c3ccccc31)C1(C3=C(c4ccccc41)C(c1ccccc1)(c1ccccc1)c1ccccc13)c1ccccc1-2,0,526
[16*]c1ccc(O)c([16*])c1C,0,442
[16*]c1ccc(O)c([16*])c1C,7,491
[14*]c1cnc([14*])o1,0,286
[14*]c1cnc([14*])o1,5,313
[15*]C1C=CC=CC1,0,514
[9*]n1c2cc([16*])c([16*])cc2c2cc([16*])c([16*])cc21,0,2
[9*]n1c2cc([16*])c([16*])cc2c2cc([16*])c([16*])cc21,5,68
[9*]n1c2cc([16*])c([16*])cc2c2cc([16*])c([16*])cc21,7,4
[9*]n1c2cc([16*])c([16*])cc2c2cc([16*])c([16*])cc21,13,4
[9*]n1c2cc([16*])c([16*])cc2c2cc([16*])c([16*])cc21,15,68
[16*]c1ccc2oc3ccc([16*])cc3c2c1,0,62
[16*]c1ccc2oc3ccc([16*])cc3c2c1,10,62
[16*]c1ccc2c(c1)C(C)(C)c1cc(C#N)ccc1-2,0,243
[14*]c1ccc(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)s1,0,546
[14*]c1cc(C#N)nc([14*])n1,0,463
[14*]c1cc(C#N)nc([14*])n1,8,457
[16*]c1ccccc1S(=O)(=O)c1ccccc1[16*],0,165
[16*]c1ccccc1S(=O)(=O)c1ccccc1[16*],16,165
[16*]c1c(F)c([16*])c(C#N)c([16*])c1C#N,0,304
[16*]c1c(F)c([16*])c(C#N)c([16*])c1C#N,5,304
[16*]c1c(F)c([16*])c(C#N)c([16*])c1C#N,10,462
[9*]n1c2ccccc2c2cc3c(cc21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,0,222
[9*]n1c([14*])nc2c1C1CC=Cc3ccc4cccc-2c4c31,0,180
[9*]n1c([14*])nc2c1C1CC=Cc3ccc4cccc-2c4c31,3,227
[14*]c1nc2c3cccnc3c3ncccc3c2[nH]1,0,99
[16*]c1ccsc1,0,77
[7*]=CC1=CC(=[7*])C=C(C(C)(C)C)O1,0,342
[7*]=CC1=CC(=[7*])C=C(C(C)(C)C)O1,5,289
[1*]C(=O)C(=[7*])C#N,0,349
[1*]C(=O)C(=[7*])C#N,4,271
[4*]CCCCC([8*])([8*])[8*],0,489
[4*]CCCCC([8*])([8*])[8*],6,249
[4*]CCCCC([8*])([8*])[8*],7,249
[4*]CCCCC([8*])([8*])[8*],8,249
[4*]CC[4*],0,26
[4*]CC[4*],3,26
[4*]C([8*])([8*])[8*],0,65
[4*]C([8*])([8*])[8*],2,49
[4*]C([8*])([8*])[8*],3,49
[4*]C([8*])([8*])[8*],4,49
[16*]c1ccc2c(c1)S(=O)(=O)c1cc([16*])ccc1C2=O,0,223
[16*]c1ccc2c(c1)S(=O)(=O)c1cc([16*])ccc1C2=O,13,223
[6*]C(=O)CCC([6*])=O,0,385
[6*]C(=O)CCC([6*])=O,6,385
[16*]c1cccc2nc3c4ccccc4c4ccccc4c3nc12,0,129
[16*]c1cncc([16*])c1C#N,0,102
[16*]c1cncc([16*])c1C#N,6,102
[16*]c1cc([16*])c([16*])cc1[16*],0,0
[16*]c1cc([16*])c([16*])cc1[16*],4,0
[16*]c1cc([16*])c([16*])cc1[16*],6,0
[16*]c1cc([16*])c([16*])cc1[16*],9,0
[16*]c1ccc2c(c1)c1cc([16*])ccc1n2/C=C/c1ccccc1,0,171
[16*]c1ccc2c(c1)c1cc([16*])ccc1n2/C=C/c1ccccc1,10,171
[14*]c1ncc(C#N)cn1,0,488
[16*]c1ccc2c(c1)c1ccccc1c1nc(C#N)c(C#N)nc21,0,53
[16*]c1cccc(S(=O)(=O)c2cccc([16*])c2)c1,0,104
[16*]c1cccc(S(=O)(=O)c2cccc([16*])c2)c1,14,104
[9*]n1c2ccccc2c2cc(C3(c4ccccc4)c4ccccc4-c4ccccc43)ccc21,0,434
[14*]c1ccc2ccccc2n1,0,283
[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],0,15
[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],3,27
[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],5,21
[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],10,21
[16*]c1c([16*])c([16*])c(C#N)c([16*])c1[16*],12,27
[9*]n1c2ccccc2c2oc3ccccc3c21,0,407
[7*]=C(c1cccc([16*])c1)c1cccc([16*])c1,0,16
[7*]=C(c1cccc([16*])c1)c1cccc([16*])c1,7,147
[7*]=C(c1cccc([16*])c1)c1cccc([16*])c1,14,147
[9*]n1c2ccccc2c2ccc([16*])cc21,0,2
[9*]n1c2ccccc2c2ccc([16*])cc21,12,68
[16*]c1ccc([N+](=O)[O-])cc1,0,290
[16*]c1ccc2c(c1)c1ccccc1c1nc3c4cccc5ccc6cccc(c6c54)c3n21,0,240
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1C(C)(C)c1ccccc12,0,521
[16*]c1ccc2nc3c4cccc5ccc6cccc(c3nc2c1)c6c54,0,481
[16*]c1ccccc1P(=O)(c1ccccc1)c1ccccc1,0,132
[5*]N1c2ccccc2S(=O)(=O)c2ccccc21,0,107
[16*]c1ccc2c(c1)COC2=O,0,524
[16*]c1cc2cccc3c([16*])cc4cccc1c4c23,0,84
[16*]c1cc2cccc3c([16*])cc4cccc1c4c23,9,84
[16*]c1ccc2nc3c(nc2c1)-c1cccc2cccc-3c12,0,499
[9*]n1c(C)c(C)c2ccccc21,0,256
[16*]c1ccc2c(c1)S(=O)(=O)c1ccccc1S2(=O)=O,0,203
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1C1(c3ccccc3N([5*])c3ccccc31)c1cc([16*])ccc12,0,175
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1C1(c3ccccc3N([5*])c3ccccc31)c1cc([16*])ccc12,29,175
[5*]N1c2ccccc2C2(c3ccccc31)c1ccccc1C1(c3ccccc3N([5*])c3ccccc31)c1cc([16*])ccc12,39,310
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3ccccc3nc21,0,48
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3ccccc3nc21,10,48
[16*]c1ccc2c(c1)-c1ccccc1C2=O,0,158
[9*]n1cnc2ccccc21,0,54
[14*]c1cc([14*])nc(Br)n1,0,362
[14*]c1cc([14*])nc(Br)n1,4,362
[14*]c1ncnc([14*])c1C,0,138
[14*]c1ncnc([14*])c1C,6,138
[10*]N1C(=O)c2cc([16*])c([16*])cc2C1=O,0,235
[10*]N1C(=O)c2cc([16*])c([16*])cc2C1=O,7,224
[10*]N1C(=O)c2cc([16*])c([16*])cc2C1=O,9,224
[16*]c1ccc2c(c1)C(=O)c1ccc([16*])cc1C2=O,0,415
[16*]c1ccc2c(c1)C(=O)c1ccc([16*])cc1C2=O,13,415
[14*]c1cc([14*])n2nccc2n1,0,315
[14*]c1cc([14*])n2nccc2n1,4,325
[7*]=C(OB(F)F)c1ccc2ccc3ccccc3c2c1,0,287
[14*]c1ccco1,0,155
[16*]c1ccc2c(c1)c1ccccc1n1c3ccccc3nc21,0,324
[4*]CCCCCC,0,79
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c([16*])ccc([16*])c3nc21,0,48
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c([16*])ccc([16*])c3nc21,10,48
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c([16*])ccc([16*])c3nc21,18,129
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c([16*])ccc([16*])c3nc21,22,129
[14*]c1cnc(S(=O)(=O)c2cnc([14*])cn2)cn1,0,293
[14*]c1cnc(S(=O)(=O)c2cnc([14*])cn2)cn1,12,293
[14*]c1cnc2cc(C#N)c(C#N)cc2n1,0,454
[16*]c1cc2nc3c4ccc(C#N)cc4c4cc(C#N)ccc4c3nc2cc1F,0,493
[5*]N1c2ccccc2C(C)(C)c2c1ccc1sc3ccccc3c21,0,586
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3cc([16*])c([16*])cc3nc21,0,48
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3cc([16*])c([16*])cc3nc21,10,48
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3cc([16*])c([16*])cc3nc21,19,73
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3cc([16*])c([16*])cc3nc21,21,73
[5*]N1c2ccc([16*])cc2Sc2cc([16*])ccc21,0,23
[5*]N1c2ccc([16*])cc2Sc2cc([16*])ccc21,6,163
[5*]N1c2ccc([16*])cc2Sc2cc([16*])ccc21,13,163
[16*]c1ccncc1[16*],0,32
[16*]c1ccncc1[16*],7,33
[9*]n1c2ccccc2c2cc3c(cc21)C(c1ccccc1)(c1ccccc1)c1ccccc1-3,0,508
[16*]c1c([16*])c(C#N)c([16*])c(C#N)c1[16*],0,380
[16*]c1c([16*])c(C#N)c([16*])c(C#N)c1[16*],3,178
[16*]c1c([16*])c(C#N)c([16*])c(C#N)c1[16*],8,312
[16*]c1c([16*])c(C#N)c([16*])c(C#N)c1[16*],13,178
[14*]c1ccc2ccc([14*])nc2n1,0,70
[14*]c1ccc2ccc([14*])nc2n1,8,70
[16*]c1cc2ccc3c([16*])ccc4c5nc6cc(C#N)c(C#N)cc6nc5c(c1)c2c34,0,244
[16*]c1cc2ccc3c([16*])ccc4c5nc6cc(C#N)c(C#N)cc6nc5c(c1)c2c34,8,306
[16*]c1cc2ccc3ccc([16*])c4c5nc6cc(C#N)c(C#N)cc6nc5c(c1)c2c34,0,244
[16*]c1cc2ccc3ccc([16*])c4c5nc6cc(C#N)c(C#N)cc6nc5c(c1)c2c34,10,447
[16*]c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1ccccc1-2,0,204
[16*]c1ccc(S(=O)(=O)c2ccccc2)cc1C,0,260
[6*]C(=O)C([6*])=O,0,85
[6*]C(=O)C([6*])=O,4,85
[7*]=Cc1cc(C=[7*])c(C=[7*])s1,0,301
[7*]=Cc1cc(C=[7*])c(C=[7*])s1,6,272
[7*]=Cc1cc(C=[7*])c(C=[7*])s1,9,354
[16*]c1cccc(C#N)c1,0,27
[7*]=C(c1ccccc1)c1cccc([16*])c1,0,16
[7*]=C(c1ccccc1)c1cccc([16*])c1,13,147
[16*]c1ccc(S(=O)(=O)c2ccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)cc2)cc1,0,577
[16*]c1ccc(C#N)c([16*])c1,0,15
[16*]c1ccc(C#N)c([16*])c1,8,21
[5*]N1c2ccccc2C2(c3ccccc3Sc3ccccc32)c2ccccc21,0,335
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c4cccnc4c4ncccc4c3nc21,0,265
[16*]c1ccc2c(c1)c1cc([16*])ccc1c1nc3c4cccnc4c4ncccc4c3nc21,10,265
[16*]c1ccc(/N=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,0,506
[8*]C([8*])(C)C,0,34
[8*]C([8*])(C)C,2,34
[16*]c1cc(Br)c([16*])c(Br)c1,0,408
[16*]c1cc(Br)c([16*])c(Br)c1,6,420
[16*]c1cc([16*])c2nsnc2c1[16*],0,115
[16*]c1cc([16*])c2nsnc2c1[16*],4,25
[16*]c1cc([16*])c2nsnc2c1[16*],11,25
[16*]c1cccc2c1C(=O)c1ccccc1-2,0,480
[16*]c1cc([16*])cc(S(=O)(=O)c2ccccc2)c1,0,104
[16*]c1cc([16*])cc(S(=O)(=O)c2ccccc2)c1,4,104
[5*]N1c2ccccc2C2(c3ccccc3-c3cc([16*])ccc32)c2ccccc21,0,42
[5*]N1c2ccccc2C2(c3ccccc3-c3cc([16*])ccc32)c2ccccc21,18,582
[16*]c1c(C#N)cncc1C#N,0,60
[16*]c1ccc(Br)cc1,0,547
[16*]c1ccc2c(c1)S(=O)(=O)c1cc3c(cc1-2)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc2c(cc1-3)S(=O)(=O)c1cc([16*])ccc1-2,0,413
[16*]c1ccc2c(c1)S(=O)(=O)c1cc3c(cc1-2)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc2c(cc1-3)S(=O)(=O)c1cc([16*])ccc1-2,45,413
[16*]c1cc(C#N)c(C#N)cc1[16*],0,108
[16*]c1cc(C#N)c(C#N)cc1[16*],11,108
[5*]N1C([13*])N=C2c3ccccc3-c3ccccc3C21,0,459
[5*]N1C([13*])N=C2c3ccccc3-c3ccccc3C21,3,452
[4*]CCCCCCCCCCCCCCCC,0,510
[4*]CCCCCCCCCCCCCCC,0,505
[16*]c1ccc2c(c1)c1ccccc1c1nc3ccccc3nc21,0,48
[16*]c1cccc2c1S(=O)(=O)c1ccccc1C2=O,0,507
[16*]c1ccc(C2=C(c3ccc([16*])cc3)[Si]3(C(c4ccccc4)=C(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)C(c3ccc([16*])cc3)=C2c2ccc([16*])cc2)cc1,0,317
[16*]c1ccc(C2=C(c3ccc([16*])cc3)[Si]3(C(c4ccccc4)=C(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)C(c3ccc([16*])cc3)=C2c2ccc([16*])cc2)cc1,11,383
[16*]c1ccc(C2=C(c3ccc([16*])cc3)[Si]3(C(c4ccccc4)=C(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)C(c3ccc([16*])cc3)=C2c2ccc([16*])cc2)cc1,48,383
[16*]c1ccc(C2=C(c3ccc([16*])cc3)[Si]3(C(c4ccccc4)=C(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)C(c3ccc([16*])cc3)=C2c2ccc([16*])cc2)cc1,56,317
[9*]n1c2ccccc2c2c3ccccc3oc21,0,485
[16*]c1cnc(C#N)c([16*])c1,0,236
[16*]c1cnc(C#N)c([16*])c1,8,414
[9*]n1c2ccccc2c2cccnc21,0,389
[14*]c1nc([14*])nc(P(=O)(c2ccccc2)c2ccccc2)n1,0,177
[14*]c1nc([14*])nc(P(=O)(c2ccccc2)c2ccccc2)n1,4,177
[16*]c1c(C#N)cnc2cccnc12,0,504
[16*]c1ccc2c3c1Oc1ccccc1B3c1ccccc1O2,0,416
[14*]c1ccc(C#N)c(C#N)n1,0,545
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],0,461
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],8,466
[14*]c1sc2c(sc3c([16*])c(C4=CC5SC=CC5S4)sc32)c1[16*],21,509
[9*]n1c2ccccc2c2c3oc(=O)cc([16*])c3ccc21,0,458
[9*]n1c2ccccc2c2c3oc(=O)cc([16*])c3ccc21,15,456
[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,0,51
[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,17,51
[16*]c1ccc2c(c1)-c1ccccc1C21c2ccccc2N2c3ccccc3C(C)(C)c3cccc1c32,0,579
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,0,482
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,5,84
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,9,20
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,12,20
[16*]c1cc2c([16*])cc3c([16*])cc([16*])c4cc([16*])c(c1)c2c34,16,84
[16*]c1cc(C#N)cc([16*])c1[16*],0,27
[16*]c1cc(C#N)cc([16*])c1[16*],8,27
[16*]c1cc(C#N)cc([16*])c1[16*],10,15
[14*]c1cc2nc3c(cc([14*])n3C)nc2n1C,0,103
[14*]c1cc2nc3c(cc([14*])n3C)nc2n1C,9,103
[16*]c1cc2ccc3c([16*])ccc4c5nc(C#N)c(C#N)nc5c(c1)c2c34,0,395
[16*]c1cc2ccc3c([16*])ccc4c5nc(C#N)c(C#N)nc5c(c1)c2c34,8,553
[14*]c1nsc([14*])n1,0,281
[14*]c1nsc([14*])n1,5,370
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,0,470
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,9,196
[10*]N1C(=O)C(c2ccc([16*])cc2)=C(c2ccc([16*])cc2)C1=O,17,196
[11*]SC,0,154
[14*]c1nc([14*])c(C)c([14*])n1,0,528
[14*]c1nc([14*])c(C)c([14*])n1,4,138
[14*]c1nc([14*])c(C)c([14*])n1,8,138
[16*]c1ccc2c3c(ccc([16*])c13)-c1nc(C#N)c(C#N)nc1-2,0,258
[16*]c1ccc2c3c(ccc([16*])c13)-c1nc(C#N)c(C#N)nc1-2,10,258
[7*]=C1C(=O)c2ccccc2C1=O,0,263
[9*]n1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5[9*])c4ccccc4Sc4ccccc43)ccc21,0,402
[9*]n1c2ccccc2c2cc(C3(c4ccc5c(c4)c4ccccc4n5[9*])c4ccccc4Sc4ccccc43)ccc21,25,402
[9*]n1c2ccccc2c2sc3ccccc3c21,0,347
[16*]c1cc(P(=O)(c2ccccc2)c2ccccc2)cc(P(=O)(c2ccccc2)c2ccccc2)c1,0,348
[7*]=Cc1nc([14*])cs1,0,261
[7*]=Cc1nc([14*])cs1,5,277
[9*]n1c2ccc([16*])cc2c2cc3c(cc21)C(C)(C)c1ccccc1-3,0,124
[9*]n1c2ccc([16*])cc2c2cc3c(cc21)C(C)(C)c1ccccc1-3,6,465
[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3S2)c2ccccc2-c2ccccc21,0,268
[16*]c1ccc2c(c1)C1(c3cc([16*])ccc3S2)c2ccccc2-c2ccccc21,11,268
[16*]c1cncnc1,0,98
[9*]n1c2cccnc2c2c3sc4ccccc4c3ccc21,0,490
[9*]n1c2ccccc2c2c3ccccc3ccc21,0,228
