,ID,SMILES,HOMO,LUMO,S1,T1,f_S1,f_T1
88,111,N#Cc1cnc(-c2ccc(-n3c4ccccc4c4cc5c(-c6cc(-n7c(-c8ccccc8)cc8ccccc87)c7c(c6)c6ccccc6n7-c6cccc7oc8ccccc8c67)cc(=O)oc5cc43)cc2)nc1-c1ccc2ccccc2c1,-5.28989616,-2.482768136,2.6328,2.4532,0.0002,0.0
89,112,CN1C(=O)c2c(-c3c(F)c(F)cc(F)c3F)c3cc4ccccc4cc3c3c(F)ccc1c23,-5.662148112,-2.343445768,2.848,1.8416,0.0612,0.0
90,113,O=C1c2cccc3c(-c4ccc5sc6ccccc6c(=O)c5c4)ccc(c23)C(=O)N1c1ccc2ccccc2c1,-5.76609566,-2.4563730780000004,2.8537,2.2366,0.0044,0.0
91,114,CC1(C)c2ccccc2N(c2ccc(N3c4ccccc4C(C)(C)c4ccc5c(sc6ccccc65)c43)nc2)c2ccccc21,-4.862405066,-1.104238612,3.2905,3.0564,0.0007,0.0
92,115,N#Cc1ccc2c(c1)c1ccccc1n2-c1c(-n2c3ccccc3c3ccc(C#N)cc32)c(C#N)cc2c3cc(C#N)ccc3n(-c3c(C#N)c(-c4ccncc4)nc(-c4ccc(-n5c6ccccc6c6oc7ccccc7c65)c5cc(-n6c7ccccc7c7c8ccccc8ccc76)ccc45)c3C#N)c12,-5.45860684,-3.394894264,1.7519,1.7083,0.0182,0.0
93,117,Cc1cc(C=CC2=CN(c3cnc(C#N)nc3N3C4=CC=CCC4C(c4ccccc4)(c4ccccc4)c4ccccc43)c3ccccc3C2(C)C)sc1C,-4.8512483920000005,-2.275689382,2.1072,1.7321,0.0163,0.0
94,118,O=c1c2ccccc2oc2cc(-c3nc4c5ccccc5c5cc(-n6c7ccccc7c7ccc8oc9ccccc9c8c76)c(C6CC(c7ccccc7)=NN6c6ccccc6)cc5c4n3-c3ccc4ccccc4c3)ccc12,-4.877099222,-2.097726826,2.4752,2.2954,0.0025,0.0
95,119,N#Cc1ccc(-c2ncnnc2-c2cc3c(cc2-n2c4ccccc4c4c5sc6ccccc6c5ccc42)c2cc(-c4ccc(/C=N/c5ccccc5)cc4-n4c5ccccc5c5cc6c(cc54)C(c4ccccc4)(c4ccccc4)c4ccccc4-6)ccc2n3-c2ccccc2)cc1,-5.23139165,-2.595695446,2.1937,2.1661,0.0054,0.0
96,120,N#Cc1cccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3-c3ccc4c(c3)-c3cccc(N5c6ccccc6SC6C=CC=CC65)c3C4=O)c3ccccc32)c1,-4.809342836000001,-1.958948686,2.2872,2.0437,0.066,0.0
97,121,Cc1nn(-c2cnc(-c3ccccc3)c(-n3c4ccccc4c4cc5c(cc43)C3(c4ccccc4-c4ccc(-n6c7ccccc7c7cc(C8(c9ccccc9)c9ccccc9-c9ccccc98)ccc76)cc43)c3ccccc3-5)c2)c2c1c(=O)oc1ccccc12,-5.230031080000001,-1.872960662,3.0329,2.866,0.0093,0.0
98,122,Cc1c(C)n(-c2cccc(-n3c4ccc(C#N)cc4c4cc(C#N)c(-n5c6ccccc6c6cc7c(cc65)C(c5ccccc5)(c5ccccc5)c5ccccc5-7)c(-n5c6ccccc6c6ccccc65)c43)c2)c2ccccc12,-5.3288084620000005,-2.032147352,2.7794,2.6857,0.0439,0.0
99,123,N#Cc1ccc2c(c1)c1cc(C#N)ccc1c1nc3cc(N4c5ccccc5Oc5ccccc54)c(F)cc3nc21,-5.120641252,-3.1644137060000004,1.5173,1.3785,0.0851,0.0
100,124,CC1(C)c2ccccc2-c2ccc(N3c4ccccc4C(C)(C)c4cc(-c5ccc6c(c5)c5ccccc5n6-c5ccc6sc7c8ccccc8n(-c8c(-c9ccc%10ccccc%10c9)nc9nc(-c%10ccc(/N=C/c%11ccccc%11)cc%10)nn9c8-c8ccccc8)c7c6c5)ccc43)cc21,-4.542126888,-2.13745547,2.0672,2.0666,0.0001,0.0
101,125,c1ccc2c(c1)Sc1ccc(-c3nc4c5ccc(-c6ccc7c(c6)-c6ccccc6C76c7ccccc7N(c7cncnn7)c7ccccc76)cc5c5ccccc5c4o3)cc1C21c2ccccc2-c2ccccc21,-5.27629046,-1.945342986,2.9467,2.3302,0.0125,0.0
102,126,c1ccc(Cc2ccc3c4cc(-c5nc6c7ccccc7c7ccccc7c6n5-c5cccc6ccccc56)ccc4n(-c4cccc5c4nc4c6ccccc6c6ccccc6n54)c3c2)cc1,-4.806077468,-1.61363602,2.8445,2.6358,0.0836,0.0
103,127,O=P(c1ccccc1)(c1ccc(-c2cncnn2)cc1)c1ccc2c(c1)oc1cc(-n3c4ccccc4c4cc(-c5cccc6c5sc5ccccc56)ccc43)ccc12,-5.364455396,-2.256097174,2.9118,2.2763,0.0069,0.0
104,129,Cc1cc(-c2ccc(C#N)nc2)c2c(c1)c1cc(-c3ccc4c5ccccc5n(-c5ccccc5)c4c3)ccc1n2-c1ccc(C2(c3ccccc3)c3ccccc3-c3ccccc32)cc1,-5.28717502,-1.846021376,3.013,2.7675,0.0734,0.0
105,130,CCC1(CC)c2cc(CC(C)C)ccc2-c2ccc(-c3cc(-c4ccc(Cc5ccccc5)cc4)c(P(=O)(c4ccccc4-c4nc(-n5c6ccccc6c6cc(C7(c8ccccc8)c8ccccc8-c8ccccc87)ccc65)c5ccccc5n4)c4ccccc4-c4c(C#N)cncc4C#N)cc3C)cc21,-5.333434400000001,-1.975275526,3.0166,2.6353,0.0471,0.0
106,131,CCCn1c2ccc(Cc3ccccc3)cc2c2cc(N3c4ccc(-c5nc(CC)nc(-c6ccccc6)n5)cc4C=Cc4cc(-n5c(C)c(C)c6ccc(-n7c8ccccc8c8ccccc87)cc65)ccc43)ccc21,-4.966624728,-1.7752717360000003,2.8742,2.2473,0.0295,0.0
107,132,N#Cc1nc(-c2ccc(/C=N/c3ccccc3)cc2)ccc1-c1ccc(-c2ccc3c(c2)C2(c4ccccc4Oc4ccccc42)c2ccccc2-3)c2c1nc(-c1ccc3ccccc3c1)n2-c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-5.5720783780000005,-1.969016904,3.2029,2.3792,0.9892,0.0
108,134,N#Cc1c(-c2ccccc2)c(F)c(C2CC(c3ccccc3)=NN2c2ccccc2)c(C#N)c1-n1ccc2c3ccc(N4c5ccccc5CCc5ccccc54)cc3ccc21,-4.801179416000001,-2.631070266,1.9008,1.899,0.0016,0.0
109,135,O=S1(=O)c2ccccc2C2(c3ccccc3-c3ccc(N(c4ccc5sc6ccccc6c5c4)c4ccc5ccc(-c6ccc7c(c6)-c6ccccc6C76c7ccccc7-c7ccccc76)cc5n4)cc32)c2ccccc21,-5.024857124,-1.387237172,3.1469,2.5757,0.455,0.0
110,136,CCC1(C)c2ccccc2N(c2ccc3c(c2)C(=O)N(c2cccc4c2oc2ccccc24)C3=O)c2ccccc21,-5.247174262000001,-2.360316836,2.2875,2.2766,0.0001,0.0
111,137,CCC1(CC)c2ccccc2-c2ccc(-c3nc(-c4ccccc4)n(-c4cccc5c4sc4ccc(-n6c7ccc(-c8ccc9nc(-c%10ccccc%10)nn9c8)cc7c7cc(C8(c9ccccc9)c9ccccc9-c9ccccc98)ccc76)cc45)n3)cc21,-5.450987648,-1.624248466,3.3526,2.7359,0.0061,0.0
112,138,Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc2c(c1)C(C)(C)c1ccccc1N2c1cnc2cc(N3c4ccccc4Sc4ccccc43)ccn12,-4.760362316,-1.4530887600000002,2.9724,2.8489,0.0002,0.0
113,141,CN(c1ccc(-c2cnc(-n3c4ccccc4c4c5ccccc5sc43)cn2)c(O)c1)c1ccc(-n2ccc3c4ccccc4ccc32)cc1F,-5.164451606,-1.721937392,2.9361,2.4957,0.3827,0.0
114,142,C1=CCC2C(=C1)N(c1ccc(-c3ccc(-c4ccc5ccccc5n4)c4ncc(-c5ccncc5)nc34)cc1)c1ccc(-n3c4ccccc4c4c5sc6ccccc6c5ccc43)cc12,-4.821043738,-2.541272646,1.9433,1.8724,0.0617,0.0
115,143,CC(C)c1ccc2c(c1)c(=O)c1c(-n3c4ccccc4c4cc(C(C)(C)C)ccc43)cccc1n2-c1cc2ncc(-n3c4ccc(-n5c6ccccc6c6ccc(Cc7ccccc7)cc65)cc4c4cc(C(C)(C)C)ccc43)nc2nc1-n1c2ccccc2c2cc(C(C)C)ccc21,-5.073293416,-2.721956342,2.0409,2.0224,0.0037,0.0
116,144,Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc2c(ccn2-c2nc3cc(-n4ccc5c6ccccc6ccc54)cnc3c(-c3ccccc3)c2C#N)c1,-4.592467978,-2.750528312,1.546,1.5452,0.0011,0.0
117,145,c1ccc(-c2nc3c(-n4c5ccccc5c5oc6ccc(N7c8ccccc8C8(c9ccccc9Oc9ccccc98)c8ccccc87)cc6c54)c4c(ncn4-c4ccccc4)nc3[nH]2)cc1,-4.96744107,-1.822347458,2.777,2.5672,0.0001,0.0
118,146,Cc1ccccc1-n1c(-c2ccc(CO)cc2)nc2c3ccccc3c3cc(-n4c5ccccc5c(=O)c5ccccc54)c(C(F)(F)CC(F)(F)C(F)(F)F)cc3c21,-5.5905821300000005,-1.6596232860000002,3.3898,2.6663,0.0006,0.0
119,147,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)oc1cc(N3c4ccccc4C4(c5ccccc5-c5ccccc54)c4cc(-c5ccc6c(c5)c5c7ccccc7sc5n6-c5ccc6c(c5)c5c7ccccc7oc5n6-c5cc(N6c7ccccc7SC7C=CC=CC76)ccn5)ccc43)ccc12,-4.714919278,-1.521661488,2.6971,2.6852,0.0015,0.0
120,149,Cc1cc(-c2ccc3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)nc3n2)cc(C)c1C,-5.256698252,-1.593771698,3.1712,2.6725,0.4108,0.0
121,150,Cc1cc(C)c(B(c2ccc(S(=O)(=O)c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c(C#N)c4-c4ccc5c(c4)C4(c6ccccc6-5)c5ccccc5S(=O)(=O)c5ccccc54)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,-5.507859474,-2.205756084,3.0403,2.8574,0.0428,0.0
122,152,O=P(c1ccccc1)(c1ccccc1)c1cccc2c3ccccc3n(-c3cc(-n4c5ccccc5c5cccnc54)nc(-c4ccc(F)cc4)n3)c12,-5.633576142,-1.241656182,3.8134,3.0528,0.004,0.0
123,155,CC1(C)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(c1ccccc1)c1ccc(-c3ccc4c(c3)C(C)(C)c3cc5c(cc3-4)c3cc(-c4ccc6c(c4)c4cc(-c7ccc8c(c7)c7c9sc%10ccccc%10c9ccc7n8-c7ccccc7-c7nc(-c8ccccc8)nc(-c8ccccc8)n7)ccc4n6-c4ccc(F)c(C(F)(F)CC(F)(F)C(F)(F)F)c4)ccc3n5-c3ccccc3)cc1)-c1ccc(F)cc1C2(c1ccccc1)c1ccccc1,-4.937236416,-1.854729024,2.6751,2.6412,0.0085,0.0
124,156,Cc1cc(-c2cc(-c3ccc4c(c3)C(C)(C)c3cccc5c3N4c3ccccc3C53c4ccccc4-c4cc(-c5ccccc5)ccc43)ccc2P(=S)(c2ccccc2)c2ccccc2)ccc1C#N,-5.156560300000001,-1.486014554,3.2641,2.7479,0.5583,0.0
125,157,Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc2c(c1)C(C)(C)c1ccccc1N2c1ccc2c(c1)C(C)(C)c1ccccc1N2c1ccnc2ccccc12,-4.622400518,-1.832959904,2.5579,2.5578,0.0,0.0
126,159,CCCCn1cnc2nc3c(cc21)nc(-c1cc(-n2ccc4ccccc42)c(-c2ccc4c(ccn4-c4ccc(C#N)cc4)c2)cc1-n1ccc2ccccc21)n3-c1ccc2ccccc2c1,-5.324454638000001,-1.703705754,3.1608,2.7256,0.0434,0.0
127,160,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4cccc(-n5c6ccccc6c6c7oc(=O)ccc7ccc65)c4-c4cncc(-n5c6ccccc6c6ccccc65)c4C#N)c3cc21,-5.413163802,-2.276505724,2.5957,2.5174,0.011,0.0
128,161,CCC1(C)c2ccccc2N(c2ccc(-n3c(C)c(C)c4ccccc43)c(-n3c4ccccc4c4cc(Cc5ccccc5)ccc43)c2)c2ccccc21,-5.03546957,-0.988318048,3.3005,3.1454,0.0006,0.0
129,163,Cc1cc(=O)c2cc(N3c4ccccc4[Si](c4ccccc4)(c4ccccc4)c4ccccc43)c(C)cc2o1,-5.199010084,-1.487647238,3.1138,3.072,0.0007,0.0
130,164,O=S1(=O)c2ccccc2C2(c3ccccc3-c3ccc(-n4c5ccccc5c5cc(C6(c7ccc8c(c7)c7ccccc7n8-c7cccc8nc(N9c%10ccccc%10Oc%10ccccc%109)cn78)c7ccccc7Sc7ccccc76)ccc54)cc32)c2ccccc21,-4.775872814,-1.363019026,3.2167,2.7468,0.0,0.0
131,165,O=c1ccc2cc3c4ccccc4n(-c4ccc(B5c6ccccc6Oc6ccccc65)cc4-n4c5ccccc5c5cc6c7cc(-c8ccccc8)ccc7n(-c7cccc8c7N(c7ccc9c(c7)C7(c%10ccccc%10Oc%10ccccc%107)c7ccccc7-9)c7ccccc7O8)c6cc54)c3cc2o1,-4.940773898000001,-2.109155614,2.4763,2.47,0.0008,0.0
132,167,O=c1c2ccccc2n2c3ccc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)cc3c(=O)c3cccc1c32,-5.081184722000001,-2.45991056,2.1847,2.1733,0.0005,0.0
133,169,CC1(C)c2cc(C(=O)CC#N)ccc2-c2ccc(-n3c4ccc(-n5c6ccccc6c6oc7ccccc7c65)cc4c4cc5ccc(=O)oc5cc43)cc21,-5.230031080000001,-2.396780112,2.5866,2.5048,0.0244,0.0
134,170,Cc1ccc(-c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C#N)c(-n4c5ccccc5c5c6oc7ccccc7c6ccc54)c3)cn2)c2ccccc12,-5.455341472,-2.2019464880000004,2.7396,2.4178,0.0132,0.0
135,171,Cc1sc(C)c(N2c3ccccc3[Si](c3ccccc3)(c3ccccc3)c3cc(-c4ccc5c(c4)oc4cc(P(=O)(c6ccccc6)c6ccccc6)ccc45)ccc32)c1C,-5.106491324,-1.343426818,3.3737,2.7218,0.8508,0.0
136,173,Cc1cc(C)c(B(c2ccc(-c3ccc4c(c3)B3c5ccccc5Oc5c(Br)cc(-c6c(C)cc(O)cc6-n6c(-c7cc(F)cc(C#N)c7)c(C)c7cc(N8c9ccccc9C(c9ccccc9)(c9ccccc9)c9ccccc98)ccc76)c(c53)O4)cc2)c2c(C)cc(C)cc2C)c(C)c1,-4.936692188,-2.035956948,2.5415,2.5412,0.0,0.0
137,174,N#Cc1ncc(-n2c3ccc(-c4ccc5c(=O)c6cc(-c7ccccc7)ccc6n(-c6ccc7ccccc7c6)c5c4)cc3c3cc(C4(c5ccccc5)c5ccccc5-c5ccccc54)ccc32)cn1,-5.450987648,-2.32249299,2.8891,2.6148,0.0015,0.0
138,175,CCCc1cc(-n2c3ccccc3c(=O)c3ccccc32)c(C#N)c(-n2c3ccccc3c3cc(C#N)c(-n4c5ccccc5c5c6ccccc6ccc54)c(C(F)(F)F)c32)c1F,-5.388673542,-2.333649664,2.7052,2.5683,0.0007,0.0
139,176,O=c1c2ccccc2c2ccccc2c(=O)n1-c1cccc(C2(c3ccccc3)c3ccccc3Sc3ccccc32)c1,-5.539424698,-1.527375882,3.6647,3.1698,0.0003,0.0
140,177,CC1(C)OCC(C#N)=C1CN1c2ccccc2C2(c3ccccc3-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc32)c2ccccc21,-4.596277574,-1.334991284,2.8767,2.8761,0.0,0.0
141,178,O=C1c2ccccc2S(=O)(=O)c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccc4c(c3)oc3cc(P(=O)(c5ccccc5)c5ccccc5)ccc34)ccc21,-5.6052762860000005,-2.5616811960000003,2.7222,2.3913,0.3526,0.0
142,179,CCCCn1c(-c2cc3ccccc3cc2-n2ccc3cc(-n4c(-c5ccc(F)cc5)nc5c6ccc(SC)cc6c6ccccc6c54)ccc32)nc2nc3c(cc21)nc(-c1ccncc1)n3-c1ccc(C(C)C)cc1,-4.964175702,-1.884661564,2.8377,2.6015,0.0,0.0
143,180,O=c1cc(-c2cc(-c3cccc4c3C3(c5ccccc5-4)c4ccccc4N(c4cc(P(=O)(c5ccccc5)c5ccccc5)c5c(c4)c4ccccc4n5-c4ccccc4)c4ccccc43)ccc2-n2c3ccccc3c3sc4ccccc4c32)c2cc3c4ccccc4n(-c4ccccc4)c3cc2o1,-5.029483062,-1.589962102,3.0284,2.5855,0.0003,0.0
144,181,CC1(C)c2ccccc2N(c2cnc3cccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4C(C)(C)c4ccccc45)c3n2)c2ccc(-n3c4ccccc4c4oc5ccccc5c43)cc21,-4.98104677,-2.104257562,2.2385,2.2242,0.0003,0.0
145,182,CC1(C)c2cc(-c3cc4c(ccc5ccccc54)cc3-n3c4ccc(-c5ccc(-c6ncc(S(=O)(=O)c7cncnc7)cn6)cc5)cc4c4cc5c(cc43)C3(c4ccccc4-c4ccccc43)c3ccccc3-5)ccc2-c2cc(-c3nc(C#N)cc(-n4c5ccc(-n6c7c(c8ccccc86)C6(C8=C(c9ccccc96)C(c6ccccc6)(c6ccccc6)c6ccccc68)c6ccccc6-7)cc5c5c6c(ccc54)-c4ccccc4C64c5ccccc5-c5ccccc54)n3)c(C#N)cc21,-4.819411054,-2.5284832880000003,2.0078,2.002,0.0035,0.0
146,183,C=Cc1ccc(C23CC=CC=C2N(c2ccc4c(c2)sc2ccccc24)c2ccc(-c4cc(-c5cc(-c6ccc7sc8ccccc8c7c6)cc6ccccc56)c(C#N)c5ccccc45)cc23)cc1,-4.939141214,-1.8805798540000005,2.6828,2.2343,0.1944,0.0
147,184,Cc1nc2c3cc(-n4c5ccccc5c5cc6c(cc54)C(C)(C)c4ccccc4-6)ccc3c3ccccc3c2n1-c1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1,-4.924991286000001,-1.430775412,3.2405,2.7825,0.0009,0.0
148,187,N#Cc1c(-c2ccc3cccc(-n4c5ccccc5c5c6c(ccc54)-c4ccccc4C64c5ccccc5-c5ccccc54)c3c2)nc(-n2c3ccccc3c3ccccc32)c(C#N)c1N1c2ccccc2SC2C=CC=CC21,-5.151934362,-2.5801849480000003,2.1074,2.0538,0.0111,0.0
149,188,Cc1ccccc1/N=N/c1ccc(-c2cc(C(C)(C)C)cc3c2P(=O)(c2ccccc2)c2cc(N4C5=CC=CCC5C(c5ccccc5)(c5ccccc5)c5ccccc54)ccc2-3)cc1,-4.559814298,-2.206300312,2.1185,1.7122,0.0002,0.0
150,190,CC1=CN(c2ccc3c(c2)C(C)(C)C(C)=CN3c2cc(S(=O)(=O)c3ccc(CC(C)C)cc3)ccc2B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2ccccc2C1(C)C,-4.535596152,-2.124393998,1.9885,1.9207,0.0224,0.0
151,191,C=CC(=O)N(c1ccc2oc3ccccc3c(=O)c2c1)c1ccc2c(c1)c1cc3c(cc1n2-c1cccc2c1oc1ccc(-c4ccc5c(c4)-c4ccccc4C54c5ccccc5N5c6ccccc6C(C)(C)c6cccc4c65)cc12)C(C)(C)c1ccccc1-3,-5.064857882,-1.877858714,2.8488,2.6902,0.0306,0.0
152,192,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4cc5ccc6c(c7ccccc7n6-c6ccccc6-c6ccc7c(c6)C6(c8ccccc8Oc8ccccc86)c6ccccc6-7)c5oc4=O)cc3)cc21,-5.253432884,-1.709692262,3.1414,2.3018,1.4178,0.0
153,194,CC1(C)OCC(C#N)=C1Cn1c2ccccc2c2cc3c4c(-n5c6ccccc6c6ccc(C#N)cc65)cccc4n4c5ccccc5c(c21)c34,-5.602283032000001,-1.6226157820000002,3.3971,2.713,0.0034,0.0
154,195,c1ccc(C2(c3ccccc3)c3ccccc3N(c3ccc(-n4c5ccccc5c5ccc(-c6ccccn6)nc54)cc3)c3ccccc32)cc1,-5.10485864,-1.600846662,3.1781,2.7054,0.0002,0.0
155,196,CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3cnc(N4c5ccc(N6c7ccccc7C(C)(C)c7ccc8c(sc9ccccc98)c76)cc5C(C)(C)c5c4ccc4sc6ccccc6c54)cn3)cc21,-4.884990528,-1.723570076,2.8055,2.4685,0.0111,0.0
156,199,Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(C)ccc1N2c1ccc(/N=N/c2ccccc2)c(C)c1,-4.860500268,-2.1094277280000004,2.3185,1.6033,0.0002,0.0
157,202,CC1OCC(C#N)=C1CN1c2ccccc2C(C)(C)c2ccc3c(sc4ccccc43)c21,-5.188941866,-1.240023498,3.2361,2.9162,0.0064,0.0
158,203,O=c1cc(-c2cc(-c3cc(-n4c5ccccc5c5ccc6oc7ccccc7c6c54)c(F)cc3F)c3cc4ccccc4nc3c2)c2ccc3c(c4ccccc4n3-c3ccc(C4(c5ccccc5)c5ccccc5-c5ccccc54)cc3)c2o1,-5.499696054,-2.466169182,2.6603,1.8307,0.0217,0.0
159,204,N#Cc1nc2c(nc1C#N)-c1ccc(-c3ccc(-n4c5c(c6ccccc64)C4(C6=C(c7ccccc74)C(c4ccccc4)(c4ccccc4)c4ccccc46)c4ccccc4-5)cc3)c3cccc-2c13,-5.216153266,-3.20686349,1.7607,1.7451,0.0194,0.0
160,205,CCCCC(CC)CC1(CC(CC)CCCC)c2cc3c(cc2-c2cc4c(cc21)-c1ccc(-n2c5ccccc5c5cc(N6c7ccccc7C=Cc7ccccc76)ccc52)cc1S4(=O)=O)S(=O)(=O)c1ccccc1-3,-5.0556060060000005,-2.363854318,2.4559,2.3313,0.0001,0.0
161,206,Cc1ccc(S(=O)(=O)c2ccc(-c3cc4c(=O)c5ccccc5n5c6ccccc6c(=O)c(c3)c45)cc2)cc1C,-5.98242629,-2.468346094,3.0565,2.4644,0.1289,0.0
162,207,CC1=CN(c2ccc3c(c2)c(C)cn3-c2ncc(-c3ccc(-n4c5ccccc5c5cc6c(cc54)C(C)(C)c4ccccc4-6)cc3C)nc2-c2ccccc2)c2ccc(-c3cc(C)c(C)c(C)c3)cc2C1(C)C,-4.444437962,-1.78778898,2.3346,2.3171,0.0185,0.0
163,208,c1ccc2nc3c4cc(-n5c6ccccc6c6c7ccccc7oc65)ccc4c4ccccc4c3nc2c1,-5.115198972000001,-2.3385477160000003,2.3806,2.2296,0.0155,0.0
164,209,N#Cc1cc(N2c3ccccc3C3(c4ccccc4C(=O)c4ccccc43)c3ccccc32)ncc1-c1ccc(Cc2ccccc2)cc1,-5.477110592,-2.1341901020000003,2.7637,2.4713,0.1454,0.0
165,210,CC1(C)c2ccccc2N2c3ccccc3C3(c4ccccc4-c4cc(-c5cc6c(cc5-c5ccccc5)C5(c7ccccc7S(=O)(=O)c7ccccc75)c5ccccc5S6(=O)=O)ccc43)c3cccc1c32,-5.001727434,-1.505062534,3.1899,2.9417,0.0001,0.0
166,211,CC1(C)c2ccccc2N2c3ccccc3C3(c4ccccc4-c4cc(-c5c(F)cc(C#N)cc5-c5ccccc5)ccc43)c3cccc1c32,-5.102409614000001,-1.7012567280000002,3.0317,2.9096,0.0007,0.0
167,212,N#Cc1cc(-c2ccc(/C=N/c3ccccc3)cc2-n2c3ccccc3c3ccc4c(c32)-c2ccccc2C42c3ccccc3-c3ccccc32)nc(-c2ccccc2)n1,-5.424320476,-2.539912076,2.3529,2.2918,0.0094,0.0
168,213,Cc1cc(-c2cccc3c4ccccc4n(-c4ccnc5cccnc45)c23)ccc1C#N,-5.678474952,-2.130924734,2.9021,2.6731,0.0214,0.0
169,214,CC1(C)c2ccccc2N(c2ccc(-c3ccnc(Br)n3)cc2)c2c1ccc1c2oc2ccccc21,-5.05859926,-2.055004928,2.4625,2.4473,0.0031,0.0
170,215,Cc1c(-c2cccc3ccc(-c4ccc5c(c4)c4cccc6c7ccccc7n5c64)cc23)nc(-c2ccc3ccccc3c2)nc1-n1ccc2cc(-n3c4ccc(-c5ccc6c(c5)C(=O)c5ccccc5-6)cc4c4ccc5c6ccccc6sc5c43)ccc21,-5.189758208000001,-2.133645874,2.6292,2.2177,0.0849,0.0
171,216,CCC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)C2C=CC=CC2N3c2ccnc(C#N)c2)c2ccccc21,-5.050980068,-1.66533768,3.014,2.4422,0.0,0.0
172,217,FC(F)(F)c1ccc(-c2cc3c(cc2-n2c4ccc(-c5ccccc5)cc4c4ccc5c(c42)-c2ccccc2C52c4ccccc4-c4ccccc42)c2cc(-c4ccccc4)ccc2c2nc4cc(-c5cc6ccccc6cc5-n5c6ccc(-c7ccccc7)cc6c6ccc7c8ccccc8oc7c65)c(-c5ccc6ccccc6c5)nc4nc32)cn1,-5.252072314,-2.659370122,2.2375,2.1802,0.0522,0.0
173,218,CC(C)(C)c1ccc2c(c1)c1cc3sc4ccccc4c3cc1n2-c1ccccc1-c1cnc(S(=O)(=O)c2cnc(-n3ccc4c5ccc(N6c7ccccc7C7(c8ccccc8-c8ccccc87)c7ccccc76)cc5cc(-c5ccccc5)c43)cn2)cn1,-4.935875846,-2.305077694,2.4232,2.4226,0.0,0.0
174,220,N#Cc1cccc(-c2cc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccc(-c6ccc7cc8ccccc8cc7c6)cc53)c3ccccc3-4)cc(C#N)c2-n2c3ccc(C#N)cc3c3cc(C#N)ccc32)c1,-5.324182524,-2.366303344,2.6208,1.7546,0.0013,0.0
175,221,Cc1cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)c(C)cc1-c1ccc2c(c1)-c1ccccc1C21c2ccccc2N(c2cnc3ncc(-c4ccc5c(c4)-c4ccccc4C54c5ccccc5N5c6ccccc6C(C)(C)c6cccc4c65)cc3n2)c2ccccc21,-5.0428166480000005,-2.075685592,2.6958,2.3846,0.0009,0.0
176,222,O=C1c2cc(-c3ccccc3)ccc2S(=O)(=O)c2cc(-c3ccc4ccccc4c3)cc(-c3ccccc3)c21,-6.019705908000001,-2.5429053300000004,3.0256,2.4624,0.0043,0.0
177,223,Cc1ccc2c3ccc(C)cc3n(-c3cc(-c4cnc(-n5c6ccc(C#N)cc6c6cc(C(F)(F)F)ccc65)c(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccc(C#N)c(-n9c%10ccc(C#N)cc%10c%10cc(C#N)ccc%109)c87)ccc65)c4C#N)cc(-n4c5ccc(C#N)cc5c5cc(C#N)ccc54)c3C#N)c2c1,-6.143245664,-3.56605397,2.1587,2.1071,0.0063,0.0
178,224,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)oc1cc(N(c3ccc4c(c3)B3c5ccccc5Oc5cccc(c53)O4)c3cccc4c3sc3ccccc34)ccc12,-5.101865386,-1.7611218080000002,2.8706,2.5404,0.1086,0.0
179,225,C(=N/c1ccccc1)\c1ccc(-c2nc3c(ccc4ccc(N5c6ccccc6C6(c7ccccc7-c7ccccc76)c6ccccc65)nc43)cc2-n2ccc3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1,-5.010435082,-2.230518458,2.2991,2.2585,0.0131,0.0
