MolID,SMILES,HOMO,LUMO,S1,T1,Est
124,CC1(C)c2ccccc2N(c2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccc3oc4ccccc4c3c21,-4.847166682,-1.843028122,2.5083,2.5018,0.0065000000000003
125,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(C(=O)c2ccccc2)cn1,-5.087987572,-2.172013948,2.6152,2.4972,0.1180000000000003
126,c1ccc(-c2nc3c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c3nc2-c2ccccc2)cc1,-5.270576066,-2.2000416900000004,2.6837,2.2316,0.4521000000000001
127,c1ccc(-c2ccc(N(c3ccc(-c4cccc5c4sc4ccccc45)cc3)c3ccc(-c4cc5cccc6ccc7cccc4c7c65)cc3-c3ccccc3)cc2)cc1,-4.935059504,-1.5627507020000002,3.0195,2.0889,0.9305999999999996
128,c1ccc(N(c2ccccc2)c2ccc(-c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)n4ncnc4n3)cc2)cc1,-5.0651299960000005,-1.823708028,2.8565,2.3629,0.4936000000000002
129,c1cc(-c2nc3c4ccccc4c4ccccc4c3o2)cc(-n2c3ccccc3c3ccccc32)c1,-5.405816724,-1.635677254,3.2573,2.5232,0.7340999999999998
130,COc1ccc(-c2c3ccccc3c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(-c5c6ccccc6c(-c6ccc(C#N)cc6)c6ccccc56)cc4)cc3)c3ccccc23)cc1,-5.080096266,-1.8775866000000003,2.9568,1.7232,1.2335999999999998
131,CC1(C)C(=O)c2ccc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc2C1=O,-4.766893052,-2.339091944,2.0529,2.0494,0.0035000000000002
132,Cc1cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)ccc1-c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc1C,-5.108124008,-1.619894642,3.1342,1.7333,1.4008999999999998
133,Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(C)ccc1N2c1ccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,-4.762267114,-1.7970408560000002,2.6124,2.6054,0.0070000000000001
134,CCCCn1c(-c2ccc(-c3ccc(OC)cc3)cc2)nc2nc3c(cc21)nc(-c1ccc(-c2ccc(OC)cc2)cc1)n3CCCC,-5.183227472,-1.452816646,3.3507,2.5163,0.8343999999999996
135,C1=Cc2ccccc2N(c2ccc(-c3nc4ccccc4nc3-c3ccc(N4c5ccccc5C=Cc5ccccc54)cc3)cc2)c2ccccc21,-5.111389376,-1.9984052160000003,2.7195,2.347,0.3725
136,FC(F)(F)c1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cn2)cc1,-5.139961346000001,-1.93881225,2.8781,2.2884,0.5896999999999997
137,N#Cc1c(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c(C#N)c1-c1ccc(N2c3ccccc3Oc3ccccc32)cc1,-4.7535594660000005,-2.7804608520000005,1.6448,1.6266,0.0181999999999999
138,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cn2)nc1,-5.50486622,-1.618806186,3.3266,2.9683,0.3582999999999998
139,CN(C)c1ccc(-c2cncc(-c3ccc(C(F)(F)F)cc3)n2)cc1,-5.252888656,-1.616901388,3.1462,2.6798,0.4663999999999997
140,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(C4(c5ccc(-n6c7ccccc7c7ccccc76)cc5)CCCCC4)cc3)n2)cc1,-5.303229746,-1.802211022,3.2021,2.9818,0.2203000000000003
141,O=C1c2ccccc2S(=O)(=O)c2cccc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)c21,-5.437926176,-2.4824960220000003,2.4365,2.314,0.1225
142,CCN(CC)c1ccc(/C=C/c2sc(Br)cc2C=C(C#N)C#N)cc1,-5.303229746,-2.629437582,2.4445,1.6186,0.8259000000000001
143,Cc1cccc(N(c2cccc(C)c2)c2cc3c4ccccc4c(N(c4cccc(C)c4)c4cccc(C)c4)cc3c3ccccc23)c1,-4.7459402740000005,-1.376080498,2.8604,2.1733,0.6871
144,c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)ncn2)cc1,-4.740497994,-2.16058516,2.1268,2.1138,0.0129999999999999
145,O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc2sc3ccccc3c2c1,-4.723354812,-1.9828947180000005,2.2192,2.2096,0.0095999999999998
146,Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1N1c2ccccc2Oc2ccccc21,-4.665122416000001,-1.997860988,2.1666,2.1601,0.0064999999999999
147,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-4.973971806000001,-1.069680134,3.4759,2.6322,0.8437000000000001
148,CCN(CC)c1ccc(/C=C/c2sc(Br)cc2/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)cc1,-5.1551997300000005,-3.181556888,1.7941,1.0856,0.7085000000000001
149,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)c5nsnc45)s3)nc3c4ccccc4c4ccccc4c32)cc1,-4.870296372,-2.476509514,2.0634,1.385,0.6784000000000001
150,c1ccc(N(c2ccccc2)c2ccc(-c3cnc(-c4ccc(N(c5ccccc5)c5ccccc5)s4)c4nsnc34)s2)cc1,-4.612876528,-2.636240432,1.6778,1.0129,0.6649
151,COc1cc(N(c2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)c(OC)c2)c2ccc(C3(c4ccccc4)c4ccccc4-c4ccccc43)c(OC)c2)ccc1C1(c2ccccc2)c2ccccc2-c2ccccc21,-4.86948003,-0.8451860840000001,3.5843,3.0059,0.5783999999999998
152,COC(=O)c1cccc(C(=O)OC)c1Nc1ccccc1,-5.37697264,-1.436489806,3.329,2.7836,0.5454000000000003
153,CC(C)c1cc(C(C)C)c(-c2ccc(-n3c4ccccc4n4c5ccccc5nc34)nc2)c(C(C)C)c1,-5.280100056,-0.98369211,3.7085,3.3413,0.3671999999999999
154,CC1(C)c2ccccc2N(c2ccc(C(=O)c3cccc(C(=O)c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)n3)cc2)c2ccccc21,-4.933154706000001,-2.5078026240000004,2.0029,1.9988,0.0040999999999999
155,c1ccc2c(c1)c1ccccc1n2-c1ccc(-n2c3ccccc3c3ccccc32)c2nsnc12,-5.410714776,-2.760052302,2.0707,1.7142,0.3565
156,Fc1ccc2c(c1)c1c3ccccc3ccc1c1sc3c4ccc5ccccc5c4c4cc(F)ccc4c3c21,-5.3837754900000006,-1.867790496,3.138,2.1702,0.9678
157,Cc1c(-c2ccccc2)cc(N2C(=O)c3cccc4c(N(c5ccc(-c6ccccc6)cc5)c5ccc6c(c5)C(C)(C)c5ccccc5-6)ccc(c34)C2=O)cc1-c1ccccc1,-5.1979216280000005,-2.301812326,2.4232,1.949,0.4741999999999999
158,Fc1nc(F)c(F)c(C2(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccccc3-c3ccccc32)c1F,-5.380782236,-1.5140422960000002,3.4855,3.0216,0.4639000000000002
159,Cc1cc(C)c(B(c2ccc(C(F)(F)F)cc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c2c(C)cc(C)cc2C)c(C)c1,-5.237378158,-2.036501176,2.5476,2.4878,0.0598
160,O=P1(c2ccccc2)c2cc(N3c4ccccc4Oc4ccccc43)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,-4.758185404,-1.998949444,2.2086,2.1872,0.0214000000000003
161,CC(C)(C)c1cc(-n2nc3ccc(-c4ccc(-c5ccc6nn(-c7cc(C(C)(C)C)cc(C(C)(C)C)c7O)nc6c5)cc4)cc3n2)c(O)c(C(C)(C)C)c1,-5.674393242,-2.06670583,3.1825,2.4768,0.7057000000000002
162,N#Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1N1c2ccccc2Oc2ccccc21,-4.825397562,-2.377187904,1.8907,1.8706,0.0201
163,CC1(C)c2cc(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccccc3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,-4.7644440260000005,-1.117300084,3.22,2.478,0.742
164,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4ccc5c(c43)-c3ccccc3C53c4ccccc4-c4ccccc43)n2)cc1,-5.1628189220000005,-1.830510878,2.7542,2.676,0.0781999999999998
165,CC1(C)c2ccccc2N(c2ccc3c(c2)c2cc(-c4ccccc4)cc4c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc5n3c24)c2ccccc21,-4.899956798000001,-1.66125597,2.7727,2.7489,0.0238
166,CC1(C)c2ccccc2N(c2ccc(-c3cc(C#N)cc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)n3)cc2)c2ccccc21,-4.9932919,-2.2827643460000004,2.3185,2.3152,0.0032999999999998
167,c1cc2nsnc2cc1N1CCCCCC1,-5.260779962,-1.872960662,3.0195,1.8978,1.1217
168,CN(C)c1ccc(-c2cncc(-c3ccc(C#N)cc3)n2)cc1,-5.326903664,-1.948064126,2.9294,2.6275,0.3018999999999998
169,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(-n2c3ccccc3c3ccccc32)c(C#N)c1-n1c2ccccc2c2ccccc21,-5.384591832,-1.979085122,2.7818,2.6361,0.1457000000000001
170,N#Cc1nc2c3ccc(-n4c5ccc(-c6ccccc6)cc5c5cc(-c6ccccc6)ccc54)cc3c3cc(-n4c5ccc(-c6ccccc6)cc5c5cc(-c6ccccc6)ccc54)ccc3c2nc1C#N,-5.533166076,-3.0321663020000003,2.1803,2.0082,0.1720999999999999
171,CC1(C)c2ccccc2N(c2ccc3nc(-c4ccccc4)c(-c4ccccc4)nc3c2)c2ccccc21,-4.908392332000001,-2.105073904,2.2443,2.2288,0.0154999999999998
172,O=S(=O)(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1ccccc1-n1c2ccccc2c2ccccc21,-5.082001064000001,-1.629418632,2.8846,2.8398,0.0447999999999999
173,CCCCCCCCCCCc1c(C2=CC3Sc4ccsc4C3S2)sc2c1sc1c(CCCCCCCCCCC)c(-c3cc4sc5ccsc5c4s3)sc12,-5.209622530000001,-1.7676525440000002,3.0808,2.1003,0.9805
174,Cc1cc(C)c(B(c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,-5.34431896,-1.8503752,3.1283,2.7634,0.3649
175,Fc1cc2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)c(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc2cc1F,-4.76063443,-2.414739636,1.9901,1.9659,0.0242
176,CCC1(C)c2ccccc2N(c2ccc(C(=O)c3ccc(C(=O)c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)nc3)cc2)c2ccccc21,-4.916827866,-2.73746684,1.7998,1.7968,0.0030000000000001
177,c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cccc3c2sc2ccccc23)c1,-5.416701284,-1.234581218,3.6352,3.0347,0.6005000000000003
178,COc1cc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)c3ccc4c(-c5cc(OC)c(OC)c(OC)c5)cc(-c5cc(OC)c(OC)c(OC)c5)c5ccc2c3c54)cc(OC)c1OC,-4.931794136000001,-1.6588069440000002,3.0199,1.8781,1.1417999999999997
179,Cc1nc(C)c(C#N)c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c1C#N,-5.516567122,-2.172286062,2.9094,2.6911,0.2183000000000001
180,Cc1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c(C)cc1-c1cccc(-n2c3ccccc3c3ccccc32)c1,-5.351938152,-1.064782082,3.9101,3.1805,0.7296
181,C1=CC2Sc3cc(-c4cccc5nc6ccccc6cc45)ccc3N(c3ccccc3)C2C=C1,-5.037102254000001,-1.8299666500000005,2.77,1.8634,0.9066
182,N#CC(C#N)=C(c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,-5.143498828,-2.529027516,2.2921,1.9953,0.2967999999999999
183,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2nc3ccccc3n2-c2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,-5.913853562,-1.4694156,4.1694,2.9301,1.2393000000000003
184,c1ccc2nc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)nc2c1,-5.501600852,-2.201674374,2.7693,2.4157,0.3535999999999997
185,CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4ccccc4cc13)N(C)C2=O,-5.820518460000001,-2.576647466,3.0018,1.832,1.1697999999999995
186,Cc1ccc(N(c2ccc(C)cc2)c2cc3c4ccccc4c(N(c4ccc(C)cc4)c4ccc(C)cc4)cc3c3ccccc23)cc1,-4.666482986,-1.34560373,2.8141,2.1562,0.6578999999999997
187,CC(C)c1cc(C(C)C)c(B2c3ccccc3Oc3cc(-n4c5ccccc5c5ccc6c(c7ccccc7n6-c6ccccc6)c54)ccc32)c(C(C)C)c1,-5.055333892,-1.74969302,2.874,2.7815,0.0925000000000002
188,c1ccc([Si](c2ccccc2)(c2ccc(-c3cccnc3)cc2)c2ccc(-c3cccc4c3oc3ccccc34)cc2)cc1,-5.883921022,-1.201655424,4.1903,2.9952,1.1950999999999996
189,O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,-5.08717123,-1.946431442,2.618,2.6089,0.0090999999999996
190,c1ccc(-c2ccc3c(c2)c2ccccc2n3-c2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)cc1,-5.320917156,-1.81636095,3.0928,2.7651,0.3277000000000001
191,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-n4c5ccc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)cc5c5cc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)ccc54)cc(c31)O2,-4.962815132,-2.0392223160000005,2.5918,2.0553,0.5365000000000002
192,Cc1cc(-c2c3ccccc3c(-c3cccc4ccccc34)c3ccccc23)ccc1-c1ccc(-c2c3ccccc3c(-c3cccc4ccccc34)c3ccccc23)cc1C,-5.125539304,-1.630779202,3.1419,1.7341,1.4078000000000002
193,CC(C)(C)c1ccc2c(c1)B1c3cc(C(C)(C)C)ccc3Oc3cc(-n4c5ccccc5c5c6c(c7ccccc7n6-c6ccccc6)c6c(c7ccccc7n6-c6ccccc6)c54)cc(c31)O2,-4.817506256000001,-1.6990798160000002,2.7245,2.6451,0.0794000000000001
194,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc4c3C3(c5ccccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)n2)cc1,-4.856418558,-1.7216652780000004,2.6012,2.5779,0.0232999999999998
195,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)c(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)c2)ccc1-c1nc(-c2ccccc2)nc(-c2ccccc2)n1,-5.164995834,-2.141809294,2.513,2.4424,0.0705999999999997
196,c1ccc(-n2c(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6nc7c8cccc9ccc%10cccc(c%10c98)c7n6-c6ccccc6)cc5)c5ccccc45)cc3)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,-5.004720688,-1.667786706,3.0068,1.7266,1.2802000000000002
197,O=P(c1ccccc1)(c1ccccc1)c1cccc(-c2cccc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)c2)c1,-6.14025241,-1.246010006,4.4121,3.0941,1.3179999999999996
198,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)cc5c5cc(-c6ccc7c(c6)c6ccccc6n7-c6ccccc6)ccc54)cc3)n2)cc1,-4.916827866,-1.912145078,2.6712,2.4876,0.1835999999999997
199,c1ccc(-c2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)n2)cc1,-4.7255317240000005,-2.070515426,2.1975,2.1873,0.0101999999999997
200,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)oc1c(P(=O)(c3ccccc3)c3ccccc3)c(-c3ccc(C4(c5ccc(-n6c7ccccc7c7ccccc76)cc5)c5ccccc5-c5ccccc54)cc3)ccc12,-5.246085806,-1.6639771100000005,3.3446,2.9054,0.4391999999999996
201,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7c(c6)-c6ccccc6C76c7ccccc7-c7ccccc76)ccc54)cc3)n2)cc1,-5.27356932,-1.966839992,2.9219,2.6483,0.2736
202,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)c5ccccc45)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-5.0485310420000005,-1.2517244,3.3656,2.477,0.8886000000000003
203,Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1ccc2c(c1)B(c1c(C(C)C)cc(C(C)C)cc1C(C)C)c1cc(-n3c4c(C)cc(C)cc4c4cc(C)cc(C)c43)ccc1N2c1ccccc1,-5.012067766,-1.753502616,2.7523,2.7301,0.0221999999999997
204,O=C(c1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1)c1ccc2c(c1)c1ccccc1n2-c1ccc(N(c2ccccc2)c2ccccc2)cc1,-5.058871374,-1.586968848,2.9102,2.8503,0.0599000000000002
205,COc1ccc(-c2ccc(Nc3ccc(C#N)cc3)c3nsnc23)cc1,-5.345135302,-2.533653454,2.3333,1.5852,0.7481
206,CN(C)c1ccc(/C=C/c2sccc2/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)cc1,-5.435205036,-3.0737997440000004,2.0963,1.4114,0.6848999999999998
207,CC1(C)c2cc(-c3ccccc3)ccc2N(c2ccc3c4c(cccc24)C(=O)N(c2ccccc2)C3=O)c2ccc(-c3ccccc3)cc21,-5.0575108040000005,-2.592430078,1.8763,1.8692,0.0071000000000001
208,c1ccc(C(=C(c2ccccc2)c2ccc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccccc3)cc2)c2ccccc2)cc1,-5.042544534,-1.414176458,3.2211,2.3275,0.8935999999999997
209,c1ccc([Si](c2ccccc2)(c2ccc(-c3ccncc3)cc2)c2ccc(-c3cccc4c3sc3ccccc34)cc2)cc1,-5.754394758,-1.330093232,3.9862,3.0395,0.9467000000000004
210,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3-n3c4ccccc4c4c5c(ccc43)-c3ccccc3C53c4ccccc4-c4ccccc43)n2)cc1,-5.001183206,-1.833504132,2.6095,2.5678,0.0417
211,c1ccc(C(=C(c2ccccc2)c2ccc3c(c2)c2ccccc2n3-c2cccc(-c3nc4ccccc4n3-c3ccccc3)c2)c2ccccc2)cc1,-5.00553703,-1.241656182,3.3388,2.4083,0.9305
212,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3cc(-c4ccncc4)ccn3)cc2)cc1,-4.861588724000001,-1.805748504,2.7559,2.6705,0.0853999999999999
213,c1cc(-c2cc(-c3ccc4c(c3)sc3ccccc34)cc(-c3cccc4c3sc3ccccc34)c2)cc(-n2c3ccccc3c3ccccc32)c1,-5.328264234000001,-1.3303653460000002,3.6294,2.8895,0.7399
214,COc1ccc2c(c1)c1cc(OC)ccc1n2-c1ccc(-c2c(C#N)c(-c3ccccc3)nc(-c3ccccc3)c2C#N)cc1,-5.018326388,-2.375827334,2.3095,2.2996,0.0099
215,Cc1nn(-c2ccccc2)c2c1c(=O)oc1ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc12,-5.552214056,-1.665609794,3.4992,2.9969,0.5023
216,c1ccc(-c2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nn2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc1,-4.574508454,-1.8122792400000003,2.4625,2.4611,0.0013999999999998
217,FC(F)(F)c1ccc(-c2cncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,-5.160642010000001,-1.757040098,2.9829,2.5134,0.4695
218,c1ccc(-n2c3ccccc3c3cc(-c4cc(-n5cccn5)cc(-n5nccn5)c4)ccc32)cc1,-5.3211892700000005,-1.157028728,3.7145,2.9766,0.7379000000000002
219,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,-5.373707272,-1.178797848,3.6608,3.1514,0.5093999999999999
220,c1ccc(-c2cc(-c3cc4cccc5ccc6cccc3c6c54)ccc2-c2ccc(N(c3cccc(-c4cccc5c4oc4ccccc45)c3)c3ccccc3-c3ccccc3)cc2)cc1,-4.90621542,-1.496082772,3.1224,2.0914,1.0309999999999997
221,N#Cc1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)ccc1-n1c2ccccc2c2c3ccccc3sc21,-5.29669901,-2.3570514680000003,2.4913,2.3819,0.1093999999999999
222,CC1(C)c2ccccc2N(c2ccc(-c3cccc(-c4ccc(N5c6ccccc6C(C)(C)C6C=CC=CC65)cc4)n3)cc2)c2ccccc21,-4.823764878,-1.350229668,2.9002,2.7881,0.1120999999999998
223,c1cnc2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)ccc2c1,-5.327720006,-1.99459562,2.9586,2.5955,0.3631000000000002
224,N#Cc1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12,-5.256970366,-2.849849922,2.0794,1.6208,0.4586000000000001
225,c1ccc2c(c1)Oc1ccccc1N2c1ccc2nc3c4ccc(N5c6ccccc6Oc6ccccc65)cc4c4cc(N5c6ccccc6Oc6ccccc65)ccc4c3nc2c1,-4.751110440000001,-2.7445418040000003,1.6199,1.562,0.0578999999999998
226,Fc1c(F)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc2c1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,-4.870568486000001,-2.365487002,2.1117,1.6592,0.4524999999999999
227,N#Cc1c(-c2ccccc2)cc(N2c3ccccc3Oc3ccccc32)cc1-c1ccccc1,-4.833833096,-1.77418328,2.4166,2.3794,0.0371999999999999
228,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)cc1-n1c2ccccc2c2ccccc21,-5.654528920000001,-1.923573866,3.0915,2.7751,0.3163999999999998
229,c1ccc(N(c2ccccc2)c2ccccc2-c2nc3c4ccccc4c4ccccc4c3o2)cc1,-5.044449332,-1.396216934,2.9979,2.5517,0.4462000000000001
230,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4cc5cc(-c6ccc(N(c7ccc(OC)cc7)c7ccc(OC)cc7)cc6)ccc5cc4c3)cc2)cc1,-4.487976202,-1.593499584,2.5648,1.6798,0.885
231,Cc1cc(P(=O)(c2ccccc2)c2ccccc2)ccc1-c1c2ccccc2cc2ccccc12,-5.271120294,-1.732821952,3.2105,1.7627,1.4478000000000002
232,CCn1c2ccccc2c2cc3c4ccccc4n(-c4ccc(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)cc4)c3c(-c3ccccc3)c21,-4.916011524,-1.961669826,2.5515,2.5121,0.0393999999999996
233,O=C(c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1)c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1,-5.356019862,-2.064801032,2.8503,2.6738,0.1764999999999998
234,c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,-4.971250666,-1.422067764,2.9809,2.9141,0.0668000000000001
235,CCCCCCCCCCOc1ccc(-c2cc(-c3ccc(/C=C(\C#N)c4cccs4)s3)nc(-c3ccc(/C=C(\C#N)c4cccs4)s3)c2)cc1,-5.289351932,-2.309431518,2.6184,1.5524,1.0659999999999998
236,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)c(C)cc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.313570078000001,-1.1102251200000002,3.7163,3.1108,0.6055000000000001
237,N#Cc1cc2c3cc(-n4c5ccccc5c5ccccc54)ccc3n3c4ccc(-n5c6ccccc6c6ccccc65)cc4c(c1)c23,-5.450715534,-2.0680664,2.9008,2.7287,0.1720999999999999
238,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc2c(c1)c1cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc1n2-c1ccc(C(=O)c2ccccc2)cc1,-5.064313654,-2.037861746,2.7191,2.6233,0.0958000000000001
239,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(C(=O)c2ccnc3ccccc23)cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1,-5.33615554,-2.340996742,2.5023,2.3927,0.1095999999999999
240,c1ccc(-n2ccc3cc(-c4cccc5c4sc4ccccc45)ccc32)c(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c1,-5.304318202,-1.311317366,3.6419,2.9432,0.6987000000000001
241,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c6c(c7ccccc7n6-c6ccccc6)c6c(c7ccccc7n6-c6ccccc6)c54)cc3)n2)cc1,-4.873017512,-1.905614342,2.5727,2.4678,0.1049000000000002
242,CN1CCN(C)P12=C(c1ccccc1F)C=C(c1ccccc1)C=C2c1ccccc1F,-4.595461232,-0.7662730240000001,3.3373,2.5605,0.7767999999999997
243,c1ccc(N(c2ccccc2)c2ccc(-c3c4ccccc4nc4ccccc34)cc2)cc1,-5.1021375,-1.905070114,2.7667,1.8556,0.9111000000000002
244,O=C1c2ccccc2S(=O)(=O)c2cc(-c3ccc4c(c3)c3ccccc3n4-c3ccccc3)ccc21,-5.5886773320000005,-2.541816874,2.7256,2.3818,0.3437999999999999
