MolID,SMILES,HOMO,LUMO,S1,T1,Est
245,CCCCn1c(-c2ccc(-c3cccs3)cc2)nc2nc3c(cc21)nc(-c1ccc(-c2cccs2)cc1)n3CCCC,-5.226221484000001,-1.739352688,3.1477,2.3119,0.8357999999999999
246,CCCCCCCCCCSc1c(-c2cc3sc4ccsc4c3s2)sc2c1sc1c(SCCCCCCCCCC)c(-c3cc4sc5ccsc5c4s3)sc12,-4.992747672,-2.1464352320000004,2.5751,1.6584,0.9166999999999998
247,c1ccc(-c2nc(-c3ccccc3)nc(-c3cccc(-n4c5ccccc5c5ccccc54)c3)n2)cc1,-5.356019862,-1.969561132,2.904,2.7476,0.1564000000000001
248,CC1(C)c2ccccc2N(c2ccc(N3c4ccccc4C(C)(C)C4C=CC=CC43)c3nsnc23)c2ccccc21,-4.93342682,-2.532564998,1.7403,1.7297,0.0105999999999999
249,Fc1cc(F)cc(-c2cc(-c3cc(F)cc(F)c3)c3ccc4c(-c5cc(F)cc(F)c5)cc(-c5cc(F)cc(F)c5)c5ccc2c3c54)c1,-5.590310016,-2.2577298580000003,3.577,1.8873,1.6897
250,c1ccc([Si](c2ccccc2)(c2ccc(-c3cccc4c3oc3ccccc34)cc2)c2ccc(-c3cccc4c3oc3ccccc34)cc2)cc1,-5.833307818000001,-1.1847843560000002,4.1686,2.9972,1.1713999999999998
251,Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(C)ccc1N2c1ccc(-c2ncccn2)cc1,-4.79056697,-1.6577184880000002,2.5691,2.5612,0.0079000000000002
252,Cc1ccc2c(c1)c1nc3cc(Cl)cnc3nc1n2C,-5.9111324220000006,-2.306438264,3.3826,2.3969,0.9857
253,CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)c4ccccc4)c(-c4ccccc4)nc3c2)cc1,-5.123090278,-3.278701586,1.7122,1.2237,0.4884999999999999
254,N#Cc1c(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c(C#N)c1-c1ccccc1,-4.788934286000001,-2.686309408,1.7054,1.6693,0.0361
255,c1cc(-c2ccc(-n3cncn3)cn2)cc(-n2c3ccccc3c3ccccc32)c1,-5.36608808,-1.782890928,3.107,2.8689,0.2381000000000002
256,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5c6oc7ccccc7c6ccc54)cc3)nc(-c3ccccc3)n2)cc1,-5.299148036,-1.838402184,3.0566,2.764,0.2926000000000002
257,CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4cccc(-c5nc(-c6ccccc6)nc(-c6ccccc6)n5)c4)c3cc21,-5.113294174,-1.9847995160000005,2.6997,2.5994,0.1002999999999998
258,C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,-4.9388691,-1.950785266,2.7014,2.1323,0.5691000000000002
259,C=Cc1ccc(COc2ccc3c(c2)C2CC=CC=C2N3c2ccc(-c3ccc(-n4c5ccccc5c5cc(OCc6ccc(C=C)cc6)ccc54)cc3C)c(C)c2)cc1,-4.457499434000001,-0.976345032,3.0945,2.2602,0.8342999999999998
260,COc1ccc(C(=Cc2c(C)cc(N(C=C(c3ccc(OC)cc3)c3ccc(OC)cc3)C=C(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2C)c2ccc(OC)cc2)cc1,-4.3219866620000005,-0.913214584,2.9385,2.32,0.6185
261,O=C(c1ccccc1)c1ccc2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)c(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nc2c1,-4.724715382,-2.54018419,1.855,1.8363,0.0186999999999999
262,CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5)ccc3c3nc(C#N)c(C#N)nc43)cc2)c2ccccc21,-5.068395364000001,-3.004954902,1.8077,1.8021,0.0056
263,O=C(c1ccc(N2c3ccccc3Sc3ccccc32)cc1)c1nc2ccccn2c1-c1ccccc1,-4.872473284,-1.931737286,2.4592,2.4486,0.0106000000000001
264,c1ccc(/C(=C(/c2ccccc2)c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)cc2)c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)cc2)cc1,-5.21370424,-1.61227545,3.1606,2.2891,0.8715000000000002
265,O=P(c1ccccc1)(c1ccccc1)c1ccc2c(c1)-c1cccc(P(=O)(c3ccccc3)c3ccccc3)c1S2(=O)=O,-6.642030626,-2.05310013,4.0411,2.9074,1.1337000000000002
266,O=P1(c2ccccc2)c2ccccc2P(=S)(c2ccccc2)c2ccccc21,-5.831130906,-1.5287364520000002,3.5179,3.2161,0.3018
267,Cc1c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,-4.73206246,-2.188612902,2.1296,2.114,0.0156
268,c1ccc(-n2c3ccccc3c3cc(-c4ccc5c6ccccc6c6ccccc6c5c4)ccc32)cc1,-5.214248468000001,-1.025053438,3.7427,2.7431,0.9996
269,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)nc(-c3ccccc3)n2)cc1,-5.5113969560000005,-1.765203518,3.2283,2.8918,0.3365
270,O=S(=O)(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.407721522,-1.415537028,3.6606,2.9132,0.7474000000000003
271,C=CC(=O)OCCCCCCOc1ccc(/N=N/c2ccc(C(=O)Oc3ccc(C#N)cc3)cc2)c(C)c1,-5.8504510000000005,-2.5450822420000003,2.5479,1.724,0.8238999999999999
272,CCCCCCCCCCCCCCCCCCCSc1cc(-c2cc3sc4ccsc4c3s2)sc1-c1sc(-c2cc3sc4ccsc4c3s2)cc1SCCCCCCCCCCCCCCCCCC,-5.1462199680000005,-1.905070114,2.8512,1.9611,0.8900999999999999
273,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,-5.244181008,-1.904525886,2.9306,2.6125,0.3181000000000002
274,Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc4c(c3)c3ccccc3c3nc5cc(C#N)c(C#N)cc5nc43)cc2)cc1,-5.101593272000001,-3.033254758,1.8167,1.6819,0.1348
275,c1ccc2c(c1)CC1(C2)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,-4.95519594,-1.427782158,2.968,2.8999,0.0680999999999998
276,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)cc2)c2ccccc21,-5.084177976,-1.7295565840000002,2.8293,2.7564,0.0728999999999997
277,O=S1(=O)c2ccccc2C2(c3ccccc31)c1cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc1S(=O)(=O)c1ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc12,-4.98512848,-1.535539302,3.1058,2.5829,0.5228999999999999
278,CC(C)(C)c1cc(-n2nc3ccc(-c4ccc(-c5ccc(-c6ccc7nn(-c8cc(C(C)(C)C)cc(C(C)(C)C)c8O)nc7c6)cc5)cc4)cc3n2)c(O)c(C(C)(C)C)c1,-5.657522174,-2.032147352,3.1914,2.49,0.7013999999999996
279,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc3c4ccccc4c4ccccc4c3c2)c1,-5.311937394,-1.275942546,3.6748,2.7608,0.9139999999999996
280,Cc1nn(-c2ccccc2)c2c1c(=O)oc1ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c3)cc12,-5.4743894520000005,-1.7268354440000002,3.2541,2.8288,0.4253
281,N#Cc1ccc(-c2c3ccccc3c(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3)c3nsnc23)cc1,-5.1443151700000005,-3.062370956,1.7306,1.0958,0.6347999999999998
282,CC(C)(C)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1C21c2ccccc2-c2ccccc21,-5.676298040000001,-0.8196073680000001,4.3374,3.0392,1.2981999999999996
283,O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1cccc(C(=O)c2ccc(N3c4ccccc4Oc4ccccc43)cc2)n1,-4.8123360900000005,-2.36194952,2.0372,1.9375,0.0996999999999999
284,c1ccc(N(c2ccc(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccc(-c5ccc(N(c6ccccc6)c6cccc7ccccc67)cc5)cc4)cc3)cc2)c2cccc3ccccc23)cc1,-4.857779128000001,-1.302881832,3.1379,2.5018,0.6361000000000003
285,N#Cc1ccc(N2c3ccccc3Oc3ccccc32)cc1,-4.933698934000001,-1.786700524,2.4743,2.4074,0.0668999999999999
286,N#Cc1ccc(-n2c(-c3ccc(-c4ccc5c(c4)C(=O)c4ccccc4-5)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-5.424048362000001,-2.357595696,2.7199,2.2707,0.4491999999999998
287,CC(C)(C)c1cc(P(=O)(c2ccccc2)c2ccccc2)c2[nH]c3c(P(=O)(c4ccccc4)c4ccccc4)cc(C(C)(C)C)cc3c2c1,-5.31846813,-1.01634579,3.6938,3.0688,0.625
288,CC1(C)c2ccccc2N(c2ccc(-c3cncc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)n3)cc2)c2ccccc21,-4.942134468,-1.876498144,2.622,2.5877,0.0343
289,CC(C)(C)c1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4ccccc4n5-c4ccc(C(C)(C)C)cc4)ccc32)cc1,-4.902405824,-0.6274948840000001,3.7305,3.025,0.7055000000000002
290,CCCCCCCCCCCc1c(-c2cccs2)sc2c1sc1c(CCCCCCCCCCC)c(-c3cccs3)sc12,-5.1130220600000005,-1.566832412,3.2496,2.1032,1.1464
291,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3ccccc3N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21,-4.863221408,-1.601935118,2.5948,2.5771,0.0177
292,C/C=C\C(=C/c1cn(-c2ccc(-c3nc(C#N)c(C#N)nc3-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)c2ccc(C(C)(C)C)cc12)C(C)(C)C,-5.3045903160000005,-2.826720232,2.1454,1.9535,0.1918999999999999
293,Cc1cc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc(C)c1B1c2ccccc2B(c2c(C)cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc2C)c2ccccc21,-5.07084439,-2.7497119700000003,1.9366,1.9285,0.0080999999999999
294,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-c4ccccc4)c(-n4c5ccccc5c5cc(-n6c7ccccc7c7ccccc76)ccc54)c(-c4ccccc4)c3)n2)cc1,-5.102409614000001,-2.072964452,2.7059,2.6599,0.0460000000000002
295,CC1(C)c2ccccc2N(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccccc21,-4.888800123999999,-1.988609112,2.3842,2.3778,0.0063999999999997
296,c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1ccccc1n1ccnc21,-4.660224364,-1.45036762,2.6708,2.6314,0.0393999999999996
297,c1ccc2c(c1)c1ccc3c4ccccc4c4c5ccccc5c5c6ccccc6c6c7ccccc7c2c2c1c3c4c5c62,-5.103770184,-1.7823467000000002,2.7547,1.9279,0.8268000000000002
298,O=P(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,-4.818866826,-1.447374366,2.7215,2.7069,0.0145999999999997
299,O=C1c2ccc(N3c4ccccc4C4(c5ccccc5-c5ccccc54)c4ccccc43)cc2-c2cc(N3c4ccccc4C4(c5ccccc5-c5ccccc54)c4ccccc43)ccc21,-5.113294174,-2.661819148,1.926,1.9199,0.0060999999999999
300,O=P1(c2ccccc2)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,-5.087987572,-1.960309256,2.5921,2.5825,0.0095999999999998
301,CC1(C)c2ccccc2N(c2ccc(-c3cc(C#N)ccn3)cc2)c2ccccc21,-4.970434324,-2.204667628,2.3466,2.3427,0.0039000000000002
302,CC(C)(C)c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(C(=C(c6ccc(N(c7ccccc7)c7ccccc7)cc6)c6ccc(N(c7ccccc7)c7ccccc7)cc6)c6ccccc6)cc5)c5nsnc45)s3)nc3c4ccccc4c4ccccc4c32)cc1,-4.632468736,-2.497734406,1.7975,1.3581,0.4394
303,CC1(C)c2cc(-n3c4ccccc4c4ccccc43)ccc2N(c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc21,-4.956284396,-1.724386418,2.8409,2.8358,0.0051000000000001
304,Cc1cc(C)c2c(c1)c1cc(C)cc(C)c1n2-c1cc2c3c(c1)Oc1ccccc1B3c1ccccc1O2,-5.047170472,-1.91024028,2.6572,2.6513,0.0059
305,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4nsnc34)cc21,-5.335339198,-2.368480256,2.5371,1.743,0.7941
306,Cc1cc(C)c(B(c2ccc(-c3c(F)c(F)c(C(F)(F)F)c(F)c3F)cc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c2c(C)cc(C)cc2C)c(C)c1,-5.223500344,-2.2539202620000003,2.3852,2.3342,0.0510000000000001
307,CC1(C)c2ccccc2N(c2ccc3nc4c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc5c4nc3c2)c2ccccc21,-4.951930572,-2.640050028,1.854,1.8413,0.0127000000000001
308,O=S(=O)(c1ccccc1)c1ccc(N2c3ccccc3C3(c4ccccc42)c2ccccc2N(c2ccc(S(=O)(=O)c4ccccc4)cc2)c2ccccc23)cc1,-5.172070798,-1.62724172,2.9587,2.8885,0.0701999999999998
309,c1cc(-c2cc(-n3cccn3)cc(-n3nccn3)c2)cc(-n2c3ccccc3c3ccccc32)c1,-5.338604566,-1.3747199280000002,3.5253,3.0657,0.4596
310,Cc1cc(P(=O)(c2ccccc2)c2ccccc2)cc(C)c1-c1c2ccccc2cc2ccccc12,-5.293161528000001,-1.764115062,3.2009,1.7552,1.4456999999999998
311,c1ccc(-c2cc(-c3ccc(-n4c5ccccc5c5c6sc7ccccc7c6ccc54)cc3)nc(-c3ccccc3)n2)cc1,-5.344591074,-1.850919428,3.0868,2.7808,0.306
312,CC(C)(C)c1ccc(N(c2ccc(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6ccc(N(c7ccc(C(C)(C)C)cc7)c7ccc(C(C)(C)C)cc7)cc6)s5)c5nsnc45)s3)cc2)c2ccc(C(C)(C)C)cc2)cc1,-4.633012964,-2.581273404,1.7565,1.2029,0.5535999999999999
313,CC1(C)c2ccccc2N(c2ccc3c(c2)C(C)(C)c2ccccc2N3c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)c2ccccc21,-4.730429776,-2.063168348,2.393,2.3921,0.0008999999999996
314,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4c5ccccc5c(-c5c6ccccc6c(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)c6ccccc56)c5ccccc45)cc3)c2)cc1,-4.970978552,-1.645201244,2.9074,1.7173,1.1901
315,CCCCn1c(-c2ccccc2)nc2nc3c(cc21)nc(-c1ccccc1)n3CCCC,-5.362550598,-1.443292656,3.6187,2.5576,1.0611000000000002
316,CC1(C)c2ccccc2N(c2cnc3nc4c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5c5cc(N6c7ccccc7C(C)(C)c7ccccc76)ccc5c4nc3c2)c2ccccc21,-4.968801640000001,-2.8400538180000003,1.739,1.719,0.02
317,O=C1c2ccccc2-c2c1cccc2-c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.465137576,-2.312696886,2.8012,2.4609,0.3403
318,CC(C)(C)c1ccc(-n2c(-c3ccc(N4C5=CC=CCC5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3)nc3c4ccccc4c4ccccc4c32)cc1,-4.496411736,-1.1496816500000002,2.7908,2.1682,0.6225999999999998
319,c1ccc2c(c1)Oc1ccccc1N2c1ccnc2c1ccc1c(N3c4ccccc4Oc4ccccc43)ccnc12,-4.880908818,-1.8824846520000005,2.3401,2.3255,0.0146000000000001
320,c1ccc(N2c3ccccc3N(c3ccc(-c4nc5c6ccccc6c6ccccc6c5n4-c4ccccc4)cc3)c3ccccc32)cc1,-4.065111046,-1.200566968,2.3269,2.3188,0.0081000000000002
321,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccccc3)cc2)c2ccccc21,-5.066218452,-1.582615024,2.843,2.8322,0.0108000000000001
322,O=C(c1ccccc1)c1ccc2nc3c4ccc(N5c6ccccc6Oc6ccccc65)cc4c4cc(N5c6ccccc6Oc6ccccc65)ccc4c3nc2c1,-4.756008492,-2.816107786,1.5603,1.5578,0.0024999999999999
323,c1ccc(C2(c3ccccc3)C3=C(c4ccccc42)C2(c4ccccc43)c3ccccc3-c3oc4ccccc4c32)cc1,-5.1813226740000005,-1.242472524,3.4053,2.2699,1.1354000000000002
324,Cn1c2ccccc2c2nc3cc(Br)cnc3nc21,-6.021610706,-2.346439022,3.0997,2.4565,0.6431999999999998
325,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cnc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,-5.341325706,-2.27351247,2.5749,2.2536,0.3212999999999999
326,N#Cc1ccc2c(c1)c1cc(C#N)ccc1n2-c1c(C#N)cccc1-c1ccc2oc3ccccc3c2c1,-6.354950356,-2.14561889,3.5453,3.0864,0.4589000000000003
327,O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c21,-4.988393848,-2.44086258,2.1044,2.0323,0.0720999999999998
328,N#Cc1nc2c3ccc(N(c4ccccc4)c4ccccc4)cc3c3cc(N(c4ccccc4)c4ccccc4)ccc3c2nc1C#N,-5.361462142000001,-2.515149702,2.4885,2.0501,0.4384000000000001
329,CCCCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCCCC)cc3)c3nccnc23)cc1,-4.970434324,-2.0928287740000004,2.5502,1.6966,0.8535999999999997
330,c1cc(-c2ccc3cccnc3n2)cc(-n2c3ccccc3c3ccccc32)c1,-5.230031080000001,-2.003575382,2.7923,2.6906,0.1017000000000001
331,c1ccc(-c2cc(N(c3ccccc3)c3ccc(-c4cccc5c4oc4ccccc45)cc3)ccc2-c2ccc(-c3cc4cccc5ccc6cccc3c6c54)cc2)cc1,-4.911113472,-1.493361632,3.1446,2.092,1.0526
332,O=c1c2ccccc2n2c3ccc(-c4ccccc4)cc3c(=O)c3cccc1c32,-5.798477226,-2.3034450100000003,3.0302,2.4728,0.5573999999999999
333,c1ccc(-c2nc3c(-n4c5ccccc5c5ccccc54)ccc(-n4c5ccccc5c5ccccc54)c3nc2-c2ccccc2)cc1,-5.300780720000001,-2.281403776,2.4248,2.1342,0.2905999999999999
334,Cc1cc(C)c(B(c2ccc(/C=C/c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2)c2c(C)cc(C)cc2C)c(C)c1,-5.284181766000001,-2.066433716,2.8742,2.0711,0.8031000000000001
335,O=S1(=O)c2ccccc2N(c2ccccc2)c2cc(N3c4ccccc4Oc4ccccc43)ccc21,-4.770702648,-1.315126962,2.7787,2.7528,0.0259
336,S=P1(c2ccccc2)c2ccccc2P(=S)(c2ccccc2)c2ccccc21,-5.831130906,-1.5203009180000002,3.5462,3.3133,0.2328999999999998
337,O=S1(=O)c2ccccc2-c2cc(N3c4ccccc4Oc4ccccc43)ccc21,-4.8915212640000005,-2.06670583,2.2596,2.2444,0.0151999999999996
338,c1ccc2c(c1)oc1c2ccc2c3ccccc3n(-c3cnc(-n4c5ccccc5c5ccc6c7ccccc7oc6c54)cn3)c21,-5.39738119,-1.618806186,3.1734,2.8077,0.3656999999999999
339,Brc1cc(-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c2c3c1Oc1ccccc1B3c1ccccc1O2,-4.616141896,-1.977724552,2.3489,2.3486,0.0003000000000001
340,Cc1ccc2c3ccc(C)cc3n(-c3ccccc3-c3nnc(-c4ccccc4-n4c5cc(C)ccc5c5ccc(C)cc54)o3)c2c1,-5.13751232,-1.820714774,2.735,2.6526,0.0823999999999998
341,c1ccc(-c2nc(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3)cc(-c3ccccn3)n2)cc1,-5.060776172000001,-1.949424696,2.6773,2.671,0.0062999999999999
342,CCN1c2ccccc2S(=O)(=O)c2cc(-n3c4ccccc4c4ccccc43)ccc21,-5.353842950000001,-1.30342606,3.4891,3.1484,0.3407
343,COC(=O)c1ccc(-c2cc(-c3ccc(C(=O)OC)cc3)c3ccc4c(-c5ccc(C(=O)OC)cc5)cc(-c5ccc(C(=O)OC)cc5)c5ccc2c3c54)cc1,-5.391666796000001,-2.209293566,2.9246,1.8428,1.0818
344,Cc1ccccc1N(c1ccccc1)c1cccc(N(c2ccccc2)c2ccccc2C)c1C(=O)c1ccccc1,-4.962815132,-1.50206928,2.8041,2.7453,0.0588000000000001
345,c1ccc(-c2nc3c4cccc5ccc6cccc(c6c54)c3n2-c2ccc(-c3c4ccccc4c(-c4ccc(-n5c(-c6ccccc6)nc6c7cccc8ccc9cccc(c9c87)c65)cc4)c4ccccc34)cc2)cc1,-5.07900781,-2.0677942860000003,2.7051,1.7225,0.9826
346,CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cc3)cc2)c2ccccc21,-5.02322444,-1.863708786,2.6625,2.6561,0.0064000000000001
347,CC1(C)c2ccccc2N(c2ccc3c(ccc4nc5ccc6cc(N7c8ccccc8C(C)(C)c8ccccc87)ccc6c5nc43)c2)c2ccccc21,-4.945399836000001,-2.45718942,2.0805,2.0759,0.0045999999999999
348,c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nnc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)c(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)n2)cc1,-4.703218376,-2.3714735100000004,1.9615,1.9441,0.0174
349,CCCCNc1ccc(-c2ccc(OC)cc2)c2nsnc12,-4.843084972,-1.980717806,2.3481,1.5446,0.8035000000000001
350,COc1ccc(Nc2ccc(-c3ccc(OC)cc3)c3nsnc23)cc1,-4.799274618,-2.08983552,2.2245,1.4961,0.7283999999999999
351,c1cc(-c2cccc3c2sc2ccccc23)cc(-n2c3ccccc3c3ccccc32)c1,-5.341325706,-1.169001744,3.7151,3.0577,0.6574
352,CCCCCCCCCOc1ccc(-c2cc(-c3cccs3)nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccc(/C=C/c6ccc(-c7cc(-c8ccc(OCCCCCCCCC)cc8)cc(-c8cccs8)n7)s6)cc5)cc4)s3)c2)cc1,-4.629203368,-1.834592588,2.4437,1.6565,0.7872000000000001
353,c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(-c4ccc5ccc6ccc(-c7ccc(-c8cc(-c9ccccc9)cc(-c9ccccc9)c8)cc7)c7ccc4c5c67)cc3)c2)cc1,-5.148396880000001,-1.67894338,3.2036,1.9781,1.2254999999999998
354,O=S1(=O)c2ccccc2C2(c3ccccc3-c3ccccc32)c2cc(-n3c4ccccc4c4ccccc43)ccc21,-5.531261278000001,-1.327099978,3.6507,3.029,0.6217000000000001
355,c1ccc(-n2c3ccccc3c3cc(-c4ccc5c(c4)c4cc(-c6cccnc6)ccc4n5-c4ccccc4)ccc32)cc1,-5.052884866,-0.8560706440000001,3.675,2.9925,0.6824999999999997
356,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5c6c(ccc54)-c4ccccc4C64c5ccccc5-c5ccccc54)cc3)n2)cc1,-5.107035552,-1.962214054,2.7552,2.5443,0.2109000000000001
357,c1ccc2c(c1)Oc1ccccc1N2c1ccc2ccc3ccc(N4c5ccccc5Oc5ccccc54)nc3c2n1,-4.847438796,-1.455265672,2.8443,2.5093,0.3349999999999999
358,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c(C(F)(F)F)c1-n1c2ccccc2c2ccccc21,-5.661059656,-2.276777838,2.7024,2.6172,0.0851999999999999
359,c1ccc(-c2cc(-c3ccccc3)cc(-c3c4ccccc4c(-c4c5ccccc5c(N(c5ccccc5)c5ccccc5)c5ccccc45)c4ccccc34)c2)cc1,-4.942678696,-1.793503374,2.5708,1.6601,0.9107000000000004
360,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c1-c1c(C#N)c(-c2ccccc2)nc(-c2ccccc2)c1C#N,-5.329624804000001,-2.28439703,2.553,2.4508,0.1021999999999998
361,c1cc(-c2cccc(-c3cccc4c3sc3ccccc34)c2)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)c1,-5.3288084620000005,-1.089272342,3.7756,3.046,0.7296
362,c1ccc(N(c2ccccc2)c2ccc(-c3cc4ccccc4c4ccccc34)cc2)cc1,-4.945399836000001,-1.081108922,3.4286,2.6173,0.8112999999999997
363,Cc1cc(C)c(B(c2ccc(C(F)(F)CC(F)(F)C(F)(F)F)cc2-n2c3ccccc3c3ccccc32)c2c(C)cc(C)cc2C)c(C)c1,-5.442007886,-2.0599029800000004,2.7095,2.6405,0.0689999999999999
364,O=C(c1ccccc1)c1ccc2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)cnc2c1,-4.720633672,-2.54562647,1.7901,1.7803,0.0098
365,CC1(C)c2ccccc2N(c2ccc(S(=O)(=O)c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21,-5.112205718,-1.7597612380000005,2.7514,2.7416,0.0097999999999998
366,c1ccc(-n2c3c(c4ccccc42)C2(C4=C(c5ccccc52)C(c2ccccc2)(c2ccccc2)c2ccccc24)c2ccccc2-3)cc1,-4.957644966,-1.123286592,3.2486,2.2677,0.9809
367,Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc(O)c1-c1ncc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)o1,-4.868391574,-1.5758121740000002,2.9838,2.3483,0.6355
368,CC1(C)c2ccccc2N(c2ccc(-c3cc(-c4ccc(N5c6ccccc6C(C)(C)c6ccccc65)cc4)nc(-c4ccccc4)n3)cc2)c2ccccc21,-4.948120976,-1.971193816,2.5036,2.4974,0.0062000000000002
