,ID,SMILES,HOMO,LUMO,S1,T1,f_S1,f_T1
135,135,c1cc(COCCSCc2ccnnc2)c2ocnc2c1,-6.384338668,-1.7684688860000002,3.5873,2.7848,0.0084,0.0
136,136,Cc1cc(-c2cccc3c2c2ccccc2n3C)c(C)cc1-c1ncccc1-c1ccccc1,-5.259419392000001,-0.890901236,3.879,3.1303,0.0789,0.0
137,137,Cn1ccc2cc(COCc3ccc(C4(c5ccc(-c6cnco6)cc5)CCCCC4)cc3)ccc21,-5.368264992,-0.93199045,4.1772,2.8532,0.0002,0.0
138,138,CN1c2ccccc2N(C)c2c(CSCc3ccc(-c4cc5c(cn4)[SiH2:2]c4ccccc4-5)cc3)cccc21,-4.7892064,-1.56329493,2.8421,2.8375,0.0001,0.0
139,139,Cc1cc(C)c(-c2ccnc3ccncc23)c(C)c1-c1ccc(C2(c3ccc(-c4cccc5c4-c4ccccc4[SiH]5C)cc3)CCCCC2)cc1,-5.793851288,-1.701800956,3.8325,2.9135,0.0003,0.0
140,140,Cc1c(C)c(-c2c(C)c(C)c(-c3cccc4cnc5ccccc5c34)c(C)c2C)c(C)c(C)c1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.343230504,-1.362202684,3.811,3.3493,0.0,0.0
141,141,CC1c2ccccc2-c2ccc(-c3ccc(C4(c5ccc(C=Cc6ccc7ccn(C)c7c6)cc5)CCCCC4)cc3)cc21,-5.048258928,-1.008454484,3.6628,2.4371,0.8132,0.0
142,142,CN(C)c1ccc2c(-c3ccc(C4(c5ccc(-c6cccc(-c7ncccn7)c6)cc5)CCCCC4)cc3)cccc2c1,-4.874378082000001,-1.346420072,3.3102,2.5289,0.0,0.0
143,143,c1cnc2c(c1)-c1c(COCc3ccc(C4(c5ccc(-c6cnc7sc8ncccc8c7c6)cc5)CCCCC4)cc3)cccc1[SiH2:2]2,-6.0221549340000005,-1.60819374,3.8446,2.9473,0.0216,0.0
144,144,Cc1c(C)c(-c2cccc3c2Nc2ccccc2C3(C)C)c(C)c(C)c1-c1cnc2cccnc2c1,-4.862949294000001,-1.788061094,2.7703,2.7696,0.0003,0.0
145,145,Cc1c(C)c(-c2ccc3cccnc3n2)c(C)c(C)c1-c1ccc(-c2ccnc3c2[SiH2:2]c2ccccc2-3)cc1,-6.010454032,-1.774727508,3.6727,3.0358,0.0091,0.0
146,146,Cn1c2ccccc2c2c(C=CCOCc3cccc4sc5ccccc5c34)c3ccccc3cc21,-5.011795652000001,-1.37009399,3.1712,2.1881,0.0764,0.0
147,147,Cc1cc(C)c(-c2ccnc3oc4ncccc4c23)c(C)c1C=Cc1ccc2c(n1)-c1ncccc1[SiH2:2]2,-5.898887292,-1.823708028,3.7152,2.439,0.6458,0.0
148,148,Cc1c(C)c(-c2cnccc2-c2ccccc2)c(C)c(C)c1C=Cc1cccc2c1c1ccccc1n2-c1ccccc1,-5.269759724,-1.148865308,3.6086,2.6233,0.2603,0.0
149,149,Cc1c(C)c(-c2nncc3ncccc23)c(C)c(C)c1-c1ccc(-n2c3c(C)cccc3c3cccc(C)c32)cc1,-5.250711744,-2.160857274,2.8649,2.8534,0.0,0.0
150,150,C[SiH]1c2ccccc2-c2cc(C=CCSCc3cccc4c3C(=O)C=CC4=O)ccc21,-5.795483972,-3.06264307,2.1862,2.158,0.0048,0.0
151,151,c1csc(-c2ccc(C3(c4ccc(-c5cccc6c5[SiH2:2]c5cccnc5-6)cc4)CCCCC3)cc2)c1,-5.631943458,-1.226689912,4.0539,2.7684,0.0611,0.0
152,152,c1csc(CSCc2ccc(C3(c4ccc(-c5ccc6c(c5)[SiH2:2]c5ccncc5-6)cc4)CCCCC3)cc2)c1,-5.799021454,-1.535267188,3.7862,2.7413,0.4749,0.0
153,153,Cn1c2ccccc2c2cc3c(C=CC=Cn4c5ccccc5c5ccncc54)cccc3cc21,-5.12526719,-1.628874404,3.0496,2.0748,0.2735,0.0
154,154,Cc1cc(-c2c(C)c(C)c(-c3ccc4c(c3)Nc3ccccc3C4(C)C)c(C)c2C)c(C)cc1-c1ccc([SH](=O)=O)cc1,-4.985944822,-1.442748428,3.3322,3.1757,0.0,0.0
155,155,Cc1cc(C)c(-c2nccs2)c(C)c1-c1ccc(-c2cocn2)cc1,-5.984603202,-0.860968696,4.6468,3.0732,0.1413,0.0
156,156,C1=Cc2c(cccc2COCc2ccc(C3(c4ccc(-c5ccc6c(c5)-c5ncccc5[SiH2:2]6)cc4)CCCCC3)cc2)C1,-5.665141366,-1.336351854,4.0745,2.8843,0.1337,0.0
157,157,Cc1cc(-c2cncc3nccnc23)c(C)cc1-c1cc2ccccc2s1,-5.73616312,-2.378004246,2.9588,2.5813,0.0496,0.0
158,158,c1cc2cc(-c3ccc4cnncc4n3)ccc2cn1,-6.496449636,-2.54970818,3.1155,2.5062,0.0001,0.0
159,159,Cc1cc(C)c(-c2nc3nc4ncoc4nc3o2)c(C)c1-c1ccc(-c2ccc3c(n2)[SiH2:2]c2ccccc2-3)cc1,-5.880927768,-2.205211856,3.3977,2.6528,0.0161,0.0
160,160,C(=Cc1nncc2cccnc12)CSCc1cccc2scnc12,-5.666229822,-2.188340788,2.9569,2.3417,0.0419,0.0
161,161,Cc1cc(C)c(-c2cc(C=O)ccc2C=O)c(C)c1CSCc1ccc2c(c1)CCc1ccccc1N2,-4.827030246,-2.690119004,1.8317,1.8315,0.0,0.0
162,162,c1ccc2c(c1)ncc1ccc(-c3ccc(-n4cnc5c6ccccc6c6ccccc6c54)cc3)cc12,-5.43955886,-1.8609876460000003,3.209,2.6979,0.0308,0.0
163,163,Cc1cc(C)c(-c2c(C)c(C)c(-c3cnc4c(c3)[SiH2:2]c3ccccc3-4)c(C)c2C)c(C)c1-c1ncccc1-c1ccccc1,-5.965010994,-1.218526492,4.2112,2.9695,0.001,0.0
164,164,CC1(C)c2ccccc2Nc2c(-c3ccc(-c4cnc5c(c4)-c4ccccc4[SiH2:2]5)cc3)cccc21,-4.916283638,-1.5325460480000002,2.9795,2.7562,0.0818,0.0
165,165,Cc1cc(-c2c3ncoc3nc3ncoc23)c(C)cc1-c1ccc2c(c1)N(C)c1ccccc1N2C,-4.474098388000001,-1.759489124,2.4112,2.3116,0.0725,0.0
166,166,C(=Cc1ccc2c(c1)sc1ccccc12)CSCc1cccnn1,-5.538336242,-1.509144244,3.4979,2.5426,0.0019,0.0
167,167,BrCSCC#Cn1cnc2nc3ncn(C#CCSCn4cnnn4)c3cc21,-6.25045858,-1.425061018,4.2713,3.2373,0.0392,0.0
168,168,c1ccc2c(c1)-c1ncc(-c3ccc(C4(c5ccc(-c6ccc(-n7cnc8c9ccccc9c9ccccc9c87)cc6)cc5)CCCCC4)cc3)cc1[SiH2:2]2,-5.351666038,-1.5086000160000002,3.6203,2.7832,0.038,0.0
169,169,Cc1c(C)c(-c2cnco2)c(C)c(C)c1-c1ccc(C2(c3ccc(-n4ccc5cnccc54)cc3)CCCCC2)cc1,-5.664869252,-0.62722277,4.6937,3.2431,0.1486,0.0
170,170,Cc1cc(-c2cccc3c2-c2cnccc2[SiH2:2]3)c(C)cc1C#Cc1ccnc2ncccc12,-6.02868567,-2.17146972,3.5119,2.3325,0.7996,0.0
171,171,CC(=O)c1cccc(-c2c(C)c(C)c(-c3ccc(C4(c5ccc(-c6ccc7c(n6)[SiH2:2]c6ncccc6[CH2:2]7)cc5)CCCCC4)cc3)c(C)c2C)c1,-5.88718639,-1.430775412,3.9157,3.0506,0.0097,0.0
172,172,c1ccc2c(c1)sc1ccc(COCCSCc3ccc4cnccc4c3)cc12,-5.917935272,-1.439755174,4.0358,2.7983,0.0301,0.0
173,173,c1ccc2c(c1)-c1ncc(-c3ccc(C4(c5ccc(-c6ccc(-c7ccc8c(n7)[SiH2:2]c7ncccc7[CH2:2]8)cc6)cc5)CCCCC4)cc3)cc1[SiH2:2]2,-5.7138497720000005,-1.445197454,3.9239,2.785,1.3541,0.0
174,174,CN(C)c1cc(CSCc2ccc(C3(c4ccc(-c5ccc6c(c5)-c5ncccc5[SiH2:2]6)cc4)CCCCC3)cc2)c2ccccc2c1,-4.880092476000001,-1.346692186,3.3052,2.5618,0.0,0.0
175,175,Cc1cc(C)c(-c2cncc(-c3ccccc3)n2)c(C)c1CSCc1ccc2ocnc2c1,-6.031951038000001,-1.477306906,3.828,3.0838,0.0192,0.0
176,176,Cc1cc(-c2ccnc(-c3ccccc3)c2)c(C)cc1-c1ccc(-c2cccc3occc23)cc1,-5.732897752,-1.301793376,4.0127,2.9512,0.8379,0.0
177,177,Cc1cc(C)c(-c2c3ccoc3cc3ccoc23)c(C)c1-c1cccc2cc3c(cc12)c1ccccc1n3C,-4.987305392000001,-1.163015236,3.339,2.2999,0.0649,0.0
178,178,c1ccc(-c2ccc(C3(c4ccc(COCc5ccc6c(c5)CCc5ccccc5N6)cc4)CCCCC3)cc2)nc1,-4.930161452,-1.047094672,3.6809,3.1412,0.0003,0.0
179,179,c1ccc2oc(-c3ccc(CSCn4c5ccccc5c5ccncc54)cc3)nc2c1,-5.718203596,-1.45989161,3.7488,2.8216,0.0086,0.0
180,180,Cc1c(C)c(-c2cnc3ccccc3n2)c(C)c(C)c1COCc1cccc2c1sc1ccccc12,-5.69262488,-1.869151066,3.4831,2.8099,0.0038,0.0
181,181,Cc1c(C)c(-c2c(F)c(F)cc(F)c2F)c(C)c(C)c1CSCc1ccc2c(c1)N(C)c1ccccc1S2,-4.993019786,-0.8658667480000001,3.6236,3.1382,0.0014,0.0
182,182,Cc1cc(-c2ccnc3oc4ccccc4c23)c(C)cc1COCc1ccnc2ncccc12,-6.273044042,-1.88575002,4.1088,3.1242,0.0,0.0
183,183,Cn1cnc2ccc(CSCC#Cc3cccc4c3CC=C4)cc21,-5.8504510000000005,-0.906683848,4.3961,2.8758,0.005,0.0
184,184,Cc1c(C)c(-c2cc(-c3ccccc3)ccn2)c(C)c(C)c1-c1ccc2occc2c1,-5.829770336000001,-1.16464792,4.137,3.2914,0.012,0.0
185,185,C(=Cc1nc2cc3scnc3cc2s1)COCc1cccc2cnccc12,-6.029774126,-1.876770258,3.7525,2.4408,0.0909,0.0
186,186,Cc1cc(-c2ccc(S(C)(=O)=O)cc2)c(C)cc1CSCc1coc2nc3occc3nc12,-6.293180478,-1.935274768,3.7836,2.8628,0.0008,0.0
187,187,Cc1cc(-c2cnc3cnccc3c2)c(C)cc1COCc1ccnc2sc3ccccc3c12,-6.1620215300000005,-1.823980142,3.8672,2.8003,0.0464,0.0
188,188,Cc1cc(-c2c(C)cc(C)c(-c3ccc4c(c3)Oc3ccccc3O4)c2C)c(C)cc1-c1ccc(C(F)(F)F)cc1,-5.381598578,-1.023964982,4.09,3.1546,0.0091,0.0
189,189,Cc1cc(C)c(-c2cccc([SH](=O)=O)c2)c(C)c1C=Cc1c2ccccc2cc2c3ccccc3n(C)c12,-5.01370045,-1.47213674,3.1042,2.139,0.2602,0.0
190,190,Cc1cc(-c2ccccc2-c2ncccn2)c(C)cc1COCc1ccc2c(c1)-c1ccccc1C2(C)C,-5.739156374,-1.220703404,3.9033,3.2876,0.0032,0.0
191,191,Cc1cc(-c2c3ncoc3nc3ocnc23)c(C)cc1CSCc1cccc2c1S(=O)(=O)c1ccccc1-2,-5.969092704,-1.81908209,3.6223,2.9408,0.0101,0.0
192,192,Cc1cc(-c2cc(C)c(-n3c4ccccc4c4ccc5c6ccccc6n(-c6cc(C)c(-c7cc(C)c(-c8ccnc9oc%10ncccc%10c89)cc7C)cc6C)c5c43)cc2C)c(C)cc1Br,-5.228398396,-1.71839991,3.2679,2.9073,0.0002,0.0
193,193,Cc1cc(-c2cnc3ccncc3n2)c(C)cc1CSCc1cccc2c1[SiH](C)c1ccccc1-2,-5.978344580000001,-2.226708862,3.3128,2.6466,0.0266,0.0
194,194,Cc1cc(C)c(-c2ncco2)c(C)c1C#Cc1cccc2c1c(=O)c1ccccc1n2C,-5.332345944,-1.7842514980000002,3.2612,2.3088,0.0188,0.0
195,195,Cc1c(C)c(-c2ncon2)c(C)c(C)c1-c1ccc(-c2cnc3ncccc3c2)cc1,-6.2303221440000005,-1.867790496,3.7339,2.8239,0.0098,0.0
196,196,Cc1cc(C)c(-c2ncc3ccccc3n2)c(C)c1C#Cc1cncc2ccccc12,-5.4411915440000005,-1.8658856980000005,3.1523,2.2053,0.0065,0.0
197,197,c1cnc2c(c1)-c1c(-c3ccc(C4(c5ccc(COCc6ccc7c(c6)-c6cnccc6[SiH2:2]7)cc5)CCCCC4)cc3)ccnc1[SiH2:2]2,-6.232499056,-1.560301676,3.9502,2.9478,0.0007,0.0
198,198,c1cc2c(cn1)c1cnccc1n2COCc1c2ncsc2cc2ncsc12,-6.289098768,-1.6800318360000002,4.0963,2.8918,0.1091,0.0
199,199,Cn1c2ccccc2c2cc(-c3ccc(-c4ccc(C5(c6ccc(-c7nnc[nH]7)cc6)CCCCC5)cc4)cc3)ccc21,-5.19465626,-1.017978474,3.8478,2.9179,0.2011,0.0
200,200,Cc1c(C)c(-c2cccc3nccnc23)c(C)c(C)c1C#Cc1cccc2ncsc12,-5.561738046,-1.99323505,3.1077,2.5513,0.0003,0.0
201,201,O=Cc1ccc(C=O)c(-c2ccc(C3(c4ccc(C#Cc5cccc6c5S(=O)(=O)c5ccccc5-6)cc4)CCCCC3)cc2)c1,-5.862424016,-2.488210416,3.0524,2.5313,0.0301,0.0
202,202,Cc1cc(C)c(-c2cc(C#N)c(C#N)c(C#N)c2)c(C)c1C#Cc1cccnc1-c1ccccn1,-6.179164712,-2.855292202,2.8927,2.642,0.0017,0.0
203,203,Cc1cc(-c2cncs2)c(C)cc1C=Cc1ccc2c(n1)oc1ccccc12,-5.547316004000001,-1.958404458,3.3314,2.1388,1.7489,0.0
204,204,CN1c2ccccc2Oc2cc(CSCc3ccc(C4(c5ccc(-c6coc7nc8occc8nc67)cc5)CCCCC4)cc3)ccc21,-4.815601458,-1.85309634,2.7911,2.5938,0.0,0.0
205,205,Cc1cc(C)c(-c2cccc3c2sc2ccccc23)c(C)c1C=Cc1ccc2c(c1)-c1ccccc1C2C,-5.394115822,-1.120293338,3.9427,2.5047,0.9435,0.0
206,206,Cc1cc(-c2cccc3c2[CH2:2]c2cccnc2[SiH2:2]3)c(C)cc1-c1ccc2c(c1)-c1cnccc1[SiH2:2]2,-6.156851364,-1.5534988260000002,4.0803,2.9203,0.0342,0.0
207,207,c1cc(-c2ccc(-c3ccc(-c4cccc5c6nccnc6c6ccccc6c45)cc3)cc2)c2c(c1)-c1ccncc1[SiH2:2]2,-5.842287580000001,-1.7608496940000002,3.5616,2.7867,0.0703,0.0
208,208,Cc1cc(-c2ccc3c(c2)sc2ncccc23)c(C)cc1COCc1nc2ccccc2s1,-5.928275604,-1.363019026,4.0159,2.9923,0.0322,0.0
209,209,Cc1c(C)c(-c2cc(-c3ccccc3)ccn2)c(C)c(C)c1COCc1cnc2c(c1)[SiH2:2]c1ccccc1[CH2:2]2,-5.949500496000001,-1.220703404,4.1914,3.3438,0.0076,0.0
210,210,CS(=O)(=O)c1cccc(-c2ccc(-c3ccc4occc4c3)cc2)c1,-5.961473512,-1.367644964,4.188,3.001,0.7162,0.0
211,211,CC1(C)c2ccccc2Nc2ccc(C=Cc3ccc(C4(c5ccc(-c6ncon6)cc5)CCCCC4)cc3)cc21,-4.722810584,-1.237030244,3.1986,2.1174,0.7649,0.0
212,212,Cn1c2ccccc2c2cc3ccc(-c4ccc(C5(c6ccc(-c7ccc(C8(c9ccc(-c%10ncco%10)cc9)CCCCC8)cc7)cc6)CCCCC5)cc4)cc3cc21,-5.031659974,-1.334991284,3.2351,2.2412,0.0645,0.0
213,213,c1ccc(Nc2ccc(-c3ccc(C4(c5ccc(-c6ccc(C7(c8ccc(-c9cccc%10cnc%11ccccc%11c9%10)cc8)CCCCC7)cc6)cc5)CCCCC4)cc3)cc2)cc1,-4.993836128,-1.3407056780000002,3.5115,2.7716,0.0002,0.0
214,214,Cc1c(C)c(-c2coc3cc4ccoc4cc23)c(C)c(C)c1-c1ccc(C2(c3ccc(-c4ccc5ccc6cccnc6c5n4)cc3)CCCCC2)cc1,-5.43411658,-1.57145835,3.6766,2.599,0.0033,0.0
215,215,O=C1C=CC(=O)c2c(C#Cc3nncc4cccnc34)cccc21,-6.392502088,-3.158155084,2.5823,2.0205,0.0049,0.0
216,216,Cc1cc(-c2ccnc3oc4ncccc4c23)c(C)cc1-c1ccc(-c2cccc3cccc(N(C)C)c23)cc1,-5.276562574000001,-1.624248466,3.3673,2.4848,0.0055,0.0
217,217,Cc1cc(-c2c(C)cc(C)c(-c3ccc4c(n3)[SiH2]c3ncccc3[SiH2:2]4)c2C)c(C)cc1-c1cccc2c1C(=O)C=CC2=O,-6.039842344,-3.124957176,2.1961,1.9379,0.0027,0.0
218,218,Cc1c(C)c(-n2cnc3cc4ncn(-c5c(C)c(C)c(C=Cc6ccc7c(c6)sc6ncccc67)c(C)c5C)c4cc32)c(C)c(C)c1C=Cc1ccc2c(c1)sc1ncccc12,-5.365815966,-1.832415676,3.2225,2.4281,0.0064,0.0
219,219,Fc1cc(-c2ccc(-c3ccc(-c4cccc5ocnc45)cc3)cc2)cc(F)c1F,-5.8006541380000005,-1.56329493,3.8502,2.7598,1.3299,0.0
220,220,Cc1c(C)c(-c2cnc3ccccc3n2)c(C)c(C)c1CSCc1cccc2c1Nc1ccccc1S2,-4.9524748,-1.915138332,2.7896,2.7894,0.0001,0.0
221,221,Cc1cc(C)c(-c2c(C)c(C)c(-c3ccc4c(n3)sc3ncccc34)c(C)c2C)c(C)c1-c1ncccc1-c1ccccc1,-5.928275604,-1.533906618,3.8709,3.1221,0.0062,0.0
222,222,C(=Cc1ccc2c(n1)[SiH2:2]c1ccccc1-2)COCc1cccc2sccc12,-5.710856518,-1.55921322,3.799,2.5014,0.0898,0.0
223,223,Cc1c(C)c(-c2cccc3ncc4ccccc4c23)c(C)c(C)c1C=Cc1ccc2c(c1)[SiH2:2]c1cnccc1-2,-5.751945732,-1.837041614,3.5523,2.3759,1.0684,0.0
224,224,Cc1cc(C)c(-c2ccc3c(c2)oc2ncccc23)c(C)c1-c1ccc(-c2ccc3c(n2)[SiH2:2]c2ncccc2-3)cc1,-5.934262112,-1.719216252,3.8209,2.6522,0.8242,0.0
225,225,C(=Cc1ccc2c(n1)-c1ncccc1[SiH2:2]2)CSCc1ccc2ccncc2c1,-6.134810130000001,-1.60275146,3.9683,2.7881,0.0578,0.0
226,226,Cc1c(C)c(-c2cccc3cncnc23)c(C)c(C)c1-c1ccc(-c2ccc3c(c2)[SiH2:2]c2ccncc2-3)cc1,-5.873308576,-1.80819753,3.5621,2.7508,0.0001,0.0
227,227,C(=Cc1ccc2c(c1)-c1ncccc1[SiH2:2]2)COCc1ccc2nccnc2c1,-6.102428564,-1.933642084,3.5399,2.7744,0.0029,0.0
228,228,Cc1c(C)c(-c2c(C)c(C)c(-c3cccc4c3-c3ccccc3[SiH]4C)c(C)c2C)c(C)c(C)c1-c1cnco1,-5.871131664000001,-1.068591678,4.2243,2.9398,0.0823,0.0
229,229,CN(C)c1cccc2cccc(C#CCSCc3ccc4scnc4c3)c12,-5.05859926,-1.24220041,3.2882,2.2587,0.1023,0.0
230,230,Cc1cc(-c2cccc3ocnc23)c(C)cc1COCc1cccc2c1[SiH2:2]c1cccnc1-2,-5.866233612,-1.264785872,4.2815,2.994,0.0687,0.0
231,231,CN(C)c1cccc2c(C=Cc3ccc(-n4c5ccncc5c5cnccc54)cc3)cccc12,-5.360373686,-1.772278482,3.145,2.1405,0.4587,0.0
232,232,Cc1cc(-c2c3ccoc3cc3ccoc23)c(C)cc1-c1c(C)c(C)c(-c2cccnc2-c2ccccn2)c(C)c1C,-5.425408932,-1.213084212,3.7942,2.7657,0.0026,0.0
233,233,Fc1cc(F)c(F)c(-c2ccc(CSCc3csc4ccccc34)cc2)c1F,-5.85997499,-1.208458274,4.1571,3.1387,0.0125,0.0
234,234,Cc1cc(C)c(-c2ccc3cnccc3n2)c(C)c1-c1ccc2c(ccn2C)c1,-5.429218528000001,-1.672956872,3.4241,2.8863,0.0035,0.0
235,235,Cc1cc(C)c(-c2cnc3c(ccc4cccnc43)c2)c(C)c1C#Cc1cccc2c1-c1cccnc1[SiH2:2]2,-5.843920264,-1.561662246,3.7351,2.6901,0.342,0.0
236,236,Cc1cc(C)c(-c2c(C)cc(C)c(-n3c4ccccc4c4ccc5c6ccccc6n(-c6c(C)cc(C)c(-c7c(C)cc(C)c(-c8cccc9c8[SiH2:2]c8ncccc8-9)c7C)c6C)c5c43)c2C)c(C)c1Br,-5.006081258,-1.395672706,3.3445,2.9034,0.0,0.0
237,237,c1cc(-c2ccc(-n3c4ccccc4c4ccncc43)cc2)c2ccoc2c1,-5.532621848000001,-1.198117942,3.8156,2.967,0.4007,0.0
238,238,c1ccc2c(c1)c1nccnc1c1cccc(-c3ccc(-n4cnc5nc6ncn(-c7ccc(-c8cccc9c%10nccnc%10c%10ccccc%10c89)cc7)c6nc54)cc3)c21,-6.063244148,-1.8979951500000003,3.6323,2.8019,0.0674,0.0
239,239,Cc1cc(C)c(-c2c(C)cc(C)c(-c3cccc(-c4ccccn4)n3)c2C)c(C)c1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,-5.311665280000001,-1.3654680520000002,3.7483,3.3474,0.0,0.0
240,240,c1ccc(-c2ncccc2-c2ccc(C3(c4ccc(COCc5ccc6c(c5)[SiH2:2]c5cccnc5-6)cc4)CCCCC3)cc2)cc1,-5.80555219,-1.359753658,4.2277,2.9592,0.0038,0.0
241,241,Cc1cc(C)c(-c2c(C)cc(C)c(-c3ccc4c(n3)[SiH2:2]c3ccccc3[CH2:2]4)c2C)c(C)c1-c1cccnc1,-6.078210418,-0.944779808,4.3699,3.5359,0.0071,0.0
242,242,Fc1c(F)c(F)c(CSCC=Cc2cccc3c2[SiH2:2]c2cccnc2[CH2:2]3)c(F)c1F,-6.218077014,-1.180702646,4.6204,3.0829,0.1063,0.0
243,243,Cc1cc(-c2ccc(C#N)c(C#N)c2C#N)c(C)cc1-c1ccc(C2(c3ccc(-c4cnc5c(c4)[CH2:2]c4ccccc4[SiH2:2]5)cc3)CCCCC2)cc1,-6.155762908000001,-2.7162419480000004,3.1502,2.8515,0.0183,0.0
244,244,C(=Cc1ccnc2c1[CH2:2]c1cccnc1[SiH2:2]2)c1ccc(C2(c3ccc(-c4ccc5c(n4)[SiH2:2]c4ncccc4-5)cc3)CCCCC2)cc1,-5.836573186,-1.753502616,3.6903,2.4448,1.2305,0.0
245,245,Cc1c(C)c(-c2ccc3nccnc3c2)c(C)c(C)c1CSCc1cccnc1-c1ccccn1,-5.8708595500000005,-1.878130828,3.534,2.7713,0.0029,0.0
246,246,Cc1cc(C)c(-c2ccc3c(c2)ncn3C)c(C)c1C#Cn1cnnc1,-6.055080728,-1.109680892,4.521,3.063,0.3846,0.0
247,247,Cc1cc(C)c(-c2ccc3cnccc3c2)c(C)c1CSCc1nccc2c1[SiH2:2]c1ccccc1-2,-5.8395664400000005,-1.582887138,3.671,2.7536,0.0096,0.0
248,248,O=Cc1ccc(C=O)c(-c2ccc(-c3ccc(-c4ccnc5sc6ncccc6c45)cc3)cc2)c1,-6.224335636,-2.783454106,2.8875,2.5202,0.0735,0.0
249,249,Cc1cc(-c2c(C)cc(C)c(-c3ccccc3N(C)C)c2C)c(C)cc1-c1cccc2c1C(=O)NC2=O,-5.34840067,-2.212831048,2.8741,2.8725,0.0004,0.0
250,250,CN(C)c1ccc2cc(-c3ccc(-c4cccc5oc6ccccc6c45)cc3)ccc2c1,-4.907848104,-1.150497992,3.407,2.4555,0.5312,0.0
251,251,Cc1c(C)c(-c2cscn2)c(C)c(C)c1CSCc1cccc2c1-c1ccccc1[SiH]2C,-5.900519976,-1.14015766,4.2091,2.9279,0.0025,0.0
252,252,Cc1cc(-n2c3ccncc3c3cnccc32)c(C)cc1-c1c(C)cc(C)c(-c2cccc3c2c2cc4ccccc4cc2n3C)c1C,-5.13887289,-1.291453044,3.3593,2.3237,0.0476,0.0
253,253,Cc1cc(-c2cccc(-c3cccnc3)c2)c(C)cc1C#Cc1cccc2c3cc4ccccc4cc3n(C)c12,-5.035197456000001,-1.5102327,3.0638,2.3034,0.3896,0.0
254,254,O=S1(=O)c2ccccc2-c2cccc(C#Cc3ccc(-c4nccc5c4-c4ccccc4[SiH2:2]5)cc3)c21,-5.758204354,-1.876770258,3.6877,2.4455,0.4745,0.0
255,255,C(=Cc1cccc2cnc3ccccc3c12)CSCc1cnccn1,-5.954398548,-1.556764194,3.8501,2.6716,0.0373,0.0
256,256,CN(C)c1cc2ccccc2cc1CSCc1ccc(C2(c3ccc(-c4ccc5nccnc5c4)cc3)CCCCC2)cc1,-5.417517626,-1.9467035560000003,3.2499,2.6281,0.0004,0.0
257,257,Cc1cc(C)c(-c2cccc3cccnc23)c(C)c1-c1ccc(-c2ccccc2-n2cnc3ccccc32)cc1,-5.847185632,-1.391590996,3.8583,2.7788,0.0106,0.0
258,258,Cc1c(C)c(-c2cccc3c2[SiH2:2]c2cnccc2-3)c(C)c(C)c1-c1cccc2c1[SiH2:2]c1ccncc1[SiH2]2,-6.197668464,-1.557580536,4.1235,3.0327,0.0131,0.0
259,259,C(C=Cc1ncco1)=Cc1cnc2c(c1)[SiH2:2]c1cccnc1[SiH2]2,-5.715210342,-2.229430002,3.461,1.7572,1.6536,0.0
260,260,Cc1cc(C)c(-c2c(C)c(C)c(-n3cccn3)c(C)c2C)c(C)c1-c1ccc2c(n1)oc1ccccc12,-6.018073224,-1.398393846,4.2895,3.0618,0.1971,0.0
261,261,Cc1c(C)c(-c2ccnc3cnncc23)c(C)c(C)c1CSCc1ccc(N(C)C)c2ccccc12,-5.427585844,-1.9973167600000004,3.1717,2.5667,0.0,0.0
262,262,Cc1cc(C)c(-c2c(C)cc(C)c(-c3nccc4c3[SiH2:2]c3cnccc3-4)c2C)c(C)c1-c1ccc2c(n1)-c1ccccc1[SiH2:2]2,-6.024059732,-1.876498144,3.7613,2.9824,0.0001,0.0
263,263,Cc1cc(-c2ccc3c(c2)[SiH2:2]c2cccnc2-3)c(C)cc1C=Cc1ccccc1-n1c2ccccc2c2ccccc21,-5.3454074160000005,-1.54016524,3.3366,2.5755,0.0563,0.0
264,264,Cc1cc(C)c(-c2cnc3cccnc3c2)c(C)c1CSCc1cc(N(C)C)cc2ccccc12,-4.903766394000001,-1.7940476020000002,2.823,2.5142,0.0001,0.0
265,265,Cc1cc(-c2nc3cc4ncoc4cc3o2)c(C)cc1C=Cc1ccc2c(c1)[SiH2:2]c1cccnc1-2,-5.48853938,-2.0784067320000004,3.125,2.0413,2.1062,0.0
266,266,CC1(C)c2ccccc2-c2cc(CSCc3ccc(-c4ccnnc4)cc3)ccc21,-5.750313048000001,-1.5627507020000002,3.4588,2.7122,0.0043,0.0
267,267,N#Cc1ccc(COCCOCc2cccc3c2S(=O)(=O)c2ccccc2-3)cc1C#N,-6.752781024,-1.945887214,4.193,2.9373,0.0599,0.0
268,268,Cc1c(C)c(-c2c(C)c(C)c(-c3nc4ccccc4n3-c3ccccc3)c(C)c2C)c(C)c(C)c1-c1cc2ccccc2cn1,-5.8172530920000005,-1.414720686,3.9467,2.7287,0.007,0.0
269,269,Cc1c(C)c(-c2cnc3cnncc3c2)c(C)c(C)c1-c1ccc2c(c1)[SiH2:2]c1ccncc1-2,-6.344882138,-2.162217844,3.2685,2.9073,0.0,0.0
270,270,c1cc(CSCc2ccc(-c3cccc4cccnc34)cc2)c2c(c1)[SiH2:2]c1cnccc1-2,-5.899975748000001,-1.52111726,4.0216,2.6856,0.0202,0.0
